injector_id,diagnostic_name,diagnostic_id,language,operation,schema_version,source_recipe_id,support,target_is_catalog_error,strict_diagnostic_covered
fuzzlang-v1-a2f09506a265a2f8,err_bad_cstyle_cast_overload,3281,c++,insert,1,recipe-5439868595f9,1,true,true
fuzzlang-v1-b50bc4b2bf9b3b4f,err_bad_cxx_cast_bitfield,3283,c++,insert,1,recipe-574367975ae8,1,true,true
fuzzlang-v1-4872bb754a3311df,err_bad_cxx_cast_generic,3284,c++,insert,1,recipe-f1cd89a0ba63,1,true,true
fuzzlang-v1-a89463cf98a3b89f,err_bad_cxx_cast_generic,3284,c++,replace,1,recipe-f78e395c1d36,1,true,true
fuzzlang-v2-f2affae624aeb5a6,err_bad_cxx_cast_member_pointer_size,,c++,append,2,,1,true,false
fuzzlang-v1-1004e66d1c1563c3,err_bad_cxx_cast_qualifiers_away,3286,c++,replace,1,recipe-d6e20abdc20a,1,true,true
fuzzlang-v1-1428554ea4637a2e,err_bad_cxx_cast_rvalue,3287,c++,insert,1,recipe-495a1cb1f557,1,true,true
fuzzlang-v2-1d792a4f83b5d98e,err_bad_cxx_cast_scalar_to_vector_different_size,3288,c++,append,2,,1,true,true
fuzzlang-v1-0414f1a1df46ea07,err_bad_cxx_cast_unrelated_class,3289,c++,replace,1,recipe-fdf90ba67f96,1,true,true
fuzzlang-v1-0e4cb25f07e7f129,err_bad_cxx_cast_unrelated_class,3289,c++,replace,1,recipe-9c9fbd45af81,1,true,true
fuzzlang-v1-284f15bd8b1b3fd8,err_bad_cxx_cast_unrelated_class,3289,c++,replace,1,recipe-6906473ed423,1,true,true
fuzzlang-v1-6d32101a42d0f1d0,err_bad_cxx_cast_unrelated_class,3289,c++,replace,1,recipe-0b3cb8644075,1,true,true
fuzzlang-v1-6f7097f8fed2e301,err_bad_cxx_cast_unrelated_class,3289,c++,replace,1,recipe-2c8002beeabc,1,true,true
fuzzlang-v1-766e1540dbbc64ab,err_bad_cxx_cast_unrelated_class,3289,c++,replace,1,recipe-e07153e55ef5,1,true,true
fuzzlang-v1-782ef2c5b6f776ac,err_bad_cxx_cast_unrelated_class,3289,c++,replace,1,recipe-b7aadf026ac4,1,true,true
fuzzlang-v1-7e6b09ed57b4f145,err_bad_cxx_cast_unrelated_class,3289,c++,replace,1,recipe-93ae325f865a,1,true,true
fuzzlang-v1-972f08be6b03a795,err_bad_cxx_cast_unrelated_class,3289,c++,replace,1,recipe-fd9fba7e5ab0,1,true,true
fuzzlang-v1-a3ff32fcc0e39077,err_bad_cxx_cast_unrelated_class,3289,c++,replace,1,recipe-18d58544b51a,1,true,true
fuzzlang-v1-cfee8aa11cc98639,err_bad_cxx_cast_unrelated_class,3289,c++,replace,1,recipe-402894cea58b,1,true,true
fuzzlang-v1-f1404d9b7975f0ee,err_bad_cxx_cast_unrelated_class,3289,c++,replace,1,recipe-448ea4711f48,1,true,true
fuzzlang-v2-09b43b38c709622f,err_bad_cxx_cast_vector_to_scalar_different_size,3290,c++,append,2,,1,true,true
fuzzlang-v2-57b478ed44e19132,err_bad_cxx_cast_vector_to_vector_different_size,3291,c++,append,2,,1,true,true
fuzzlang-v1-08e55b8b7a5b4684,err_bad_dynamic_cast_not_class,3292,c++,replace,1,recipe-1864094173f7,1,true,true
fuzzlang-v1-18634bf9ad5568ed,err_bad_dynamic_cast_not_polymorphic,3293,c++,insert,1,recipe-107880189fd5,1,true,true
fuzzlang-v1-37528642005b5d60,err_bad_dynamic_cast_not_polymorphic,3293,c++,insert,1,recipe-d194353d51f5,1,true,true
fuzzlang-v1-92b91d1b70df71c6,err_bad_dynamic_cast_not_polymorphic,3293,c++,insert,1,recipe-448439439f36,1,true,true
fuzzlang-v1-ff346523bafefb0f,err_bad_dynamic_cast_not_polymorphic,3293,c++,insert,1,recipe-9c9136c680c5,1,true,true
fuzzlang-v2-0b11c32d87d6d9a0,err_bad_dynamic_cast_not_ptr,3294,c++,append,2,,1,true,true
fuzzlang-v1-346f9af31a3dc8c5,err_bad_dynamic_cast_not_ref_or_ptr,3295,c++,replace,1,recipe-e97badf3e3f1,1,true,true
fuzzlang-v1-6a96856d40237306,err_bad_dynamic_cast_not_ref_or_ptr,3295,c++,replace,1,recipe-16abfb1f59c1,1,true,true
fuzzlang-v1-6b48834f17556750,err_bad_dynamic_cast_not_ref_or_ptr,3295,c++,replace,1,recipe-53f737a87a62,1,true,true
fuzzlang-v1-d09137c80aefc8e6,err_bad_dynamic_cast_not_ref_or_ptr,3295,c++,replace,1,recipe-bafe05f73184,1,true,true
fuzzlang-v1-dd3127551b4fa65b,err_bad_dynamic_cast_not_ref_or_ptr,3295,c++,replace,1,recipe-17ca6f5ce825,1,true,true
fuzzlang-v2-4bbd59b441e6a80d,err_bad_memptr_lhs,3298,c++,append,2,,1,true,true
fuzzlang-v1-5b38da8aeef97fee,err_bad_memptr_rhs,3299,c++,insert,1,recipe-fe4d9aff89b1,1,true,true
fuzzlang-v1-2bf452ac8a39367a,err_bad_memptr_rhs,3299,c++,replace,1,recipe-d4ccab5a0820,1,true,true
fuzzlang-v1-c1ff5122c47051ae,err_bad_memptr_rhs,3299,c++,replace,1,recipe-a1a01d08bf44,1,true,true
fuzzlang-v1-de44ed03b88f94cd,err_bad_memptr_rhs,3299,c++,replace,1,recipe-ef1f51478b8b,1,true,true
fuzzlang-v1-eebdb2695d8933ad,err_bad_memptr_rhs,3299,c++,replace,1,recipe-bac7d233b25b,1,true,true
fuzzlang-v1-67f766f9ede1ad75,err_bad_new_type,3301,c++,replace,1,recipe-1fb03cee1a42,1,true,true
fuzzlang-v1-ae39d3a61af21588,err_bad_new_type,3301,c++,replace,1,recipe-4419b2bcd1d5,1,true,true
fuzzlang-v1-c00da0f08788d237,err_bad_new_type,3301,c++,replace,1,recipe-5aed65be0eca,1,true,true
fuzzlang-v1-f49c1e202d69cb70,err_bad_new_type,3301,c++,replace,1,recipe-d675e750712f,1,true,true
fuzzlang-v1-15995d6f9d283b9f,err_bad_parameter_name,3302,c++,replace,1,recipe-8189c9ed90bd,1,true,true
fuzzlang-v1-1e9f5bed37868925,err_bad_parameter_name_template_id,3303,c++,insert,1,recipe-08178db83805,1,true,true
fuzzlang-v1-3fb5b26e5af86927,err_bad_parameter_name_template_id,3303,c++,insert,1,recipe-c25e8a1e8de1,1,true,true
fuzzlang-v1-4c0b44992c68cb8a,err_bad_parameter_name_template_id,3303,c++,insert,1,recipe-f576d1c239b4,1,true,true
fuzzlang-v1-d7467db1d8380fa9,err_bad_parameter_name_template_id,3303,c++,insert,1,recipe-8ed5bfba17d8,1,true,true
fuzzlang-v1-0bdef534ab64e2dd,err_bad_reinterpret_cast_overload,3307,c++,replace,1,recipe-4c6813ebc0f1,1,true,true
fuzzlang-v1-7648ae0397209ba1,err_bad_reinterpret_cast_overload,3307,c++,replace,1,recipe-019ffe915d5e,1,true,true
fuzzlang-v1-a2f20d4fa13a9106,err_bad_reinterpret_cast_overload,3307,c++,replace,1,recipe-3b2b4854038d,1,true,true
fuzzlang-v1-a514bf41d41e4af4,err_bad_reinterpret_cast_overload,3307,c++,replace,1,recipe-bab51f615c3d,1,true,true
fuzzlang-v2-f1f8073ba97f3c4b,err_bad_reinterpret_cast_small_int,3309,c++,append,2,,1,true,true
fuzzlang-v1-475b5ff6b6073c36,err_bad_reinterpret_cast_small_int,3309,c++,insert,1,recipe-f24e5406afa6,1,true,true
fuzzlang-v1-be218d5b499ce0e4,err_bad_reinterpret_cast_small_int,3309,c++,insert,1,recipe-8f5b311bf2e5,1,true,true
fuzzlang-v1-c39576411abb7667,err_bad_reinterpret_cast_small_int,3309,c++,insert,1,recipe-8c80a7673a63,1,true,true
fuzzlang-v1-d400ae8e6b258c0a,err_bad_reinterpret_cast_small_int,3309,c++,insert,1,recipe-4c21fff76ff7,1,true,true
fuzzlang-v1-b6e58f4c7efd8a0b,err_bad_static_cast_member_pointer_nonmp,3311,c++,insert,1,recipe-4dde3e54d06f,1,true,true
fuzzlang-v1-a9dbb77aec82e7c5,err_bad_static_cast_overload,3312,c++,insert,1,recipe-4525e36c70d0,1,true,true
fuzzlang-v1-849edfe305347f4d,err_bad_static_cast_pointer_nonpointer,3313,c++,replace,1,recipe-bf88943cdfaa,1,true,true
fuzzlang-v1-8de553c07aa1d50d,err_bad_static_cast_pointer_nonpointer,3313,c++,replace,1,recipe-ecde26ac24a7,1,true,true
fuzzlang-v1-cb3ad8fca6f132e2,err_bad_static_cast_pointer_nonpointer,3313,c++,replace,1,recipe-eb18cb72644d,1,true,true
fuzzlang-v1-d24a4d0e67c1aa22,err_bad_static_cast_pointer_nonpointer,3313,c++,replace,1,recipe-4c0b1e316378,1,true,true
fuzzlang-v1-e099c365188ec71d,err_bad_static_cast_pointer_nonpointer,3313,c++,replace,1,recipe-e220146a740f,1,true,true
fuzzlang-v2-2e80095112241acc,err_bad_variable_name,3314,c++,append,2,,1,true,true
fuzzlang-v1-4173e425d0f7d895,err_bad_variable_name,3314,c++,replace,1,recipe-99e6fc158503,1,true,true
fuzzlang-v1-62aaacd4ff28baf0,err_base_class_has_flexible_array_member,3315,c++,insert,1,recipe-d72eaf9a8f07,1,true,true
fuzzlang-v1-183262cda2c09854,err_base_class_has_flexible_array_member,3315,c++,replace,1,recipe-b22b9690b589,1,true,true
fuzzlang-v1-8bd5414d4fd75b14,err_base_class_has_flexible_array_member,3315,c++,replace,1,recipe-b2972819e933,1,true,true
fuzzlang-v1-c7abe48c52ec7a85,err_base_class_has_flexible_array_member,3315,c++,replace,1,recipe-0004cc604df7,1,true,true
fuzzlang-v1-e7c45afde292abbe,err_base_class_has_flexible_array_member,3315,c++,replace,1,recipe-03ee5650322b,1,true,true
fuzzlang-v1-0bed3fa9f63d053e,err_base_init_direct_and_virtual,3317,c++,replace,1,recipe-868a88c3e529,1,true,true
fuzzlang-v1-100d10cc27b18c4f,err_base_init_direct_and_virtual,3317,c++,replace,1,recipe-20d004fe9913,1,true,true
fuzzlang-v1-5db90c04f892d208,err_base_init_direct_and_virtual,3317,c++,replace,1,recipe-bf7646b167c9,1,true,true
fuzzlang-v1-841185f56a7e330b,err_base_init_direct_and_virtual,3317,c++,replace,1,recipe-05511b5ee614,1,true,true
fuzzlang-v1-bbd0e9a6b45ffa67,err_base_init_direct_and_virtual,3317,c++,replace,1,recipe-4a31c6c59a61,1,true,true
fuzzlang-v1-bec91d80190e0849,err_base_init_direct_and_virtual,3317,c++,replace,1,recipe-eef6f9e1b68d,1,true,true
fuzzlang-v1-e1ded741d513f0b1,err_base_init_direct_and_virtual,3317,c++,replace,1,recipe-16ea06faac9c,1,true,true
fuzzlang-v1-e9c370423b5188bc,err_base_init_direct_and_virtual,3317,c++,replace,1,recipe-f13bb4f90319,1,true,true
fuzzlang-v1-11500be5e09f3d4d,err_base_specifier_attribute,3320,c++,insert,1,recipe-49251b6be515,1,true,true
fuzzlang-v1-4650698d5e50a567,err_base_specifier_attribute,3320,c++,insert,1,recipe-4c81456d0fe3,1,true,true
fuzzlang-v1-782b3b5a68b1a5bc,err_base_specifier_attribute,3320,c++,insert,1,recipe-228fc854c50a,1,true,true
fuzzlang-v1-7a9ab1935c360bbf,err_base_specifier_attribute,3320,c++,insert,1,recipe-9af847d37d50,1,true,true
fuzzlang-v1-809e5889947bc815,err_base_specifier_attribute,3320,c++,insert,1,recipe-3cde7055bfa8,1,true,true
fuzzlang-v1-9f096c06cdb65b27,err_base_specifier_attribute,3320,c++,insert,1,recipe-c30c1407f358,1,true,true
fuzzlang-v1-c84a5b00fa733755,err_base_specifier_attribute,3320,c++,insert,1,recipe-b117e864815e,1,true,true
fuzzlang-v1-c9c34a0da1af837b,err_base_specifier_attribute,3320,c++,insert,1,recipe-7e3e8f8d27f2,1,true,true
fuzzlang-v1-2d2ab2d98603be69,err_binding_cannot_appear_in_own_initializer,3321,c++,replace,1,recipe-b5e133182ec8,1,true,true
fuzzlang-v1-766e1d2a46c0dbd0,err_binding_cannot_appear_in_own_initializer,3321,c++,replace,1,recipe-a126399ac03f,1,true,true
fuzzlang-v1-797c85f6dc357213,err_binding_cannot_appear_in_own_initializer,3321,c++,replace,1,recipe-9b3402da4082,1,true,true
fuzzlang-v1-9b4ec65702811cd1,err_binding_cannot_appear_in_own_initializer,3321,c++,replace,1,recipe-26a2a2bf3176,1,true,true
fuzzlang-v1-caa9631b6ad347e1,err_binding_cannot_appear_in_own_initializer,3321,c++,replace,1,recipe-986cc229658f,1,true,true
fuzzlang-v1-07532836fbd73026,err_binding_multiple_ellipses,1569,c++,replace,1,recipe-46d9db10f17a,1,true,true
fuzzlang-v1-23d5784bb54ce337,err_binding_multiple_ellipses,1569,c++,replace,1,recipe-59d2f6da9828,1,true,true
fuzzlang-v1-63c6afb18fd71ea0,err_binding_multiple_ellipses,1569,c++,replace,1,recipe-65ffc7ce0f86,1,true,true
fuzzlang-v1-63fcfbcf7371a80a,err_binding_multiple_ellipses,1569,c++,replace,1,recipe-6b26edec5862,1,true,true
fuzzlang-v1-8c9dab277899bf18,err_binding_multiple_ellipses,1569,c++,replace,1,recipe-589290840bdc,1,true,true
fuzzlang-v1-bf5e199ce8dcec14,err_binding_multiple_ellipses,1569,c++,replace,1,recipe-922630c98809,1,true,true
fuzzlang-v1-f3adcd31f0d39ba3,err_binding_multiple_ellipses,1569,c++,replace,1,recipe-4a41ce4a3737,1,true,true
fuzzlang-v1-f8277687458dd181,err_binding_multiple_ellipses,1569,c++,replace,1,recipe-31d5358f6fca,1,true,true
fuzzlang-v2-4a6955bdf71f1293,err_bit_cast_type_size_mismatch,3323,c++,append,2,,1,true,true
fuzzlang-v1-50dd22092e82f5af,err_bit_cast_type_size_mismatch,3323,c++,replace,1,recipe-f44bc8696ca2,1,true,true
fuzzlang-v1-5739ec53e0604629,err_bit_cast_type_size_mismatch,3323,c++,replace,1,recipe-81ca9a7a670f,1,true,true
fuzzlang-v1-77e3c1d88b929de9,err_bit_cast_type_size_mismatch,3323,c++,replace,1,recipe-0965ced9d781,1,true,true
fuzzlang-v1-80e4d720ac04e8be,err_bit_cast_type_size_mismatch,3323,c++,replace,1,recipe-4526ee1192fb,1,true,true
fuzzlang-v1-9a9a5cc69e1afb28,err_bit_cast_type_size_mismatch,3323,c++,replace,1,recipe-92964ee16891,1,true,true
fuzzlang-v1-704be45462fc98aa,err_bit_int_bad_size,3324,c,replace,1,recipe-363e9e867646,1,true,true
fuzzlang-v1-2a21b5b209b11424,err_bit_int_bad_size,3324,c++,replace,1,recipe-59cf8c0c7195,1,true,true
fuzzlang-v1-7bff3530e3f689c6,err_bit_int_bad_size,3324,c++,replace,1,recipe-d0d5e4333715,1,true,true
fuzzlang-v1-7f73665d106c1f6e,err_bit_int_bad_size,3324,c++,replace,1,recipe-7807a7912394,1,true,true
fuzzlang-v1-bb09be3af269d8f5,err_bit_int_bad_size,3324,c++,replace,1,recipe-e0f706a338a7,1,true,true
fuzzlang-v1-bf0995f0f5a59232,err_bit_int_bad_size,3324,c++,replace,1,recipe-f5a0b0403019,1,true,true
fuzzlang-v1-d52b34929913c235,err_bit_int_bad_size,3324,c++,replace,1,recipe-4997c34c4398,1,true,true
fuzzlang-v1-d6de48185194fe90,err_bit_int_bad_size,3324,c++,replace,1,recipe-a61f3751e5fc,1,true,true
fuzzlang-v1-e1726b10c20bd8e6,err_bit_int_bad_size,3324,c++,replace,1,recipe-0d4e8aaf3241,1,true,true
fuzzlang-v2-b589fa124f5056b9,err_bit_int_max_size,,c++,append,2,,1,true,false
fuzzlang-v2-d1a5f815683bb72b,err_bit_int_max_size,,c++,append,2,,1,true,false
fuzzlang-v2-7a8139fada30d971,err_bitfield_has_negative_width,3326,c,append,2,,1,true,true
fuzzlang-v1-0ff15b6ba52ba502,err_bitfield_has_zero_width,3327,c++,replace,1,recipe-9c779cd68ca6,1,true,true
fuzzlang-v1-22dffdce03a03ffe,err_bitfield_has_zero_width,3327,c++,replace,1,recipe-9de58a0345c3,1,true,true
fuzzlang-v1-261f910ee7f6a6e4,err_bitfield_has_zero_width,3327,c++,replace,1,recipe-7944b3dda42b,1,true,true
fuzzlang-v1-3d6f51583bfc81f3,err_bitfield_has_zero_width,3327,c++,replace,1,recipe-e66ab4c57f47,1,true,true
fuzzlang-v1-6508abf1c0de5946,err_bitfield_has_zero_width,3327,c++,replace,1,recipe-e8ff62991e05,1,true,true
fuzzlang-v1-6704c19aa46dd276,err_bitfield_has_zero_width,3327,c++,replace,1,recipe-e02c4398ab0c,1,true,true
fuzzlang-v1-8f77c1b4d9683db0,err_bitfield_has_zero_width,3327,c++,replace,1,recipe-c9016e20ea98,1,true,true
fuzzlang-v1-d514c14c3e9d3e38,err_bitfield_has_zero_width,3327,c++,replace,1,recipe-ca0d68f66d68,1,true,true
fuzzlang-v2-806e9699ee9ed693,err_bitfield_too_wide,3328,c++,append,2,,1,true,true
fuzzlang-v2-f9fbc77fc85a0c8f,err_bitfield_width_exceeds_type_width,3329,c,append,2,,1,true,true
fuzzlang-v2-2cf3a9ec983ee348,err_bitfield_width_exceeds_type_width,,c++,append,2,,1,true,true
fuzzlang-v2-46892b260a7a0ee7,err_bitfield_width_exceeds_type_width,,c++,append,2,,1,true,true
fuzzlang-v2-510aaae432aa6698,err_bitfield_width_exceeds_type_width,,c++,append,2,,1,true,true
fuzzlang-v2-62177b8440ee6f30,err_bitfield_width_exceeds_type_width,,c++,append,2,,1,true,true
fuzzlang-v2-9a5bb3789a644aec,err_bitfield_width_exceeds_type_width,,c++,append,2,,1,true,true
fuzzlang-v2-b2cf5b7758b859c0,err_bitfield_width_exceeds_type_width,,c++,append,2,,1,true,true
fuzzlang-v2-e5c7472ffe2e4e8d,err_bitfield_width_exceeds_type_width,,c++,append,2,,1,true,true
fuzzlang-v1-00befc8d2468b249,err_block_decl_ref_not_modifiable_lvalue,3330,c++,replace,1,recipe-8381400aed65,1,true,true
fuzzlang-v1-5db2188b9e19a216,err_block_decl_ref_not_modifiable_lvalue,3330,c++,replace,1,recipe-83f104f37300,1,true,true
fuzzlang-v1-67fae684179d5c0e,err_block_decl_ref_not_modifiable_lvalue,3330,c++,replace,1,recipe-edfe36bf09d7,1,true,true
fuzzlang-v1-792380ca0c8d240b,err_block_decl_ref_not_modifiable_lvalue,3330,c++,replace,1,recipe-b74cdb3dfd1f,1,true,true
fuzzlang-v1-92b0b2dce950f677,err_block_decl_ref_not_modifiable_lvalue,3330,c++,replace,1,recipe-14469b7d0b37,1,true,true
fuzzlang-v1-b7b211a767c882e2,err_block_decl_ref_not_modifiable_lvalue,3330,c++,replace,1,recipe-781b4a02b5e0,1,true,true
fuzzlang-v1-cb7e0f4edf8037ca,err_block_decl_ref_not_modifiable_lvalue,3330,c++,replace,1,recipe-9a4867804f2d,1,true,true
fuzzlang-v1-eb9fcb4190548fea,err_block_decl_ref_not_modifiable_lvalue,3330,c++,replace,1,recipe-2c91276a5644,1,true,true
fuzzlang-v1-4ca1621956981b5b,err_block_extern_cant_init,3331,c++,replace,1,recipe-dc13af50514a,1,true,true
fuzzlang-v1-96200264e5d646a5,err_block_extern_cant_init,3331,c++,replace,1,recipe-9c9e501e161a,1,true,true
fuzzlang-v1-b356353430bfc2b3,err_block_extern_cant_init,3331,c++,replace,1,recipe-10542636d255,1,true,true
fuzzlang-v1-ed1e52116d3124ac,err_block_extern_cant_init,3331,c++,replace,1,recipe-0822201fe6f0,1,true,true
fuzzlang-v2-4fb4b874d699523b,err_block_on_nonlocal,,c++,append,2,,1,true,false
fuzzlang-v2-7b96dd4cc0c6dfde,err_block_return_missing_expr,3334,c++,append,2,,1,true,true
fuzzlang-v1-4b369768fcfd458d,err_blocks_disable,3336,c,replace,1,recipe-05bca5e5752b,1,true,true
fuzzlang-v2-17b7c2ac484300c4,err_blocks_disable,3336,c++,append,2,,1,true,true
fuzzlang-v1-0440ff3515b3300d,err_blocks_disable,3336,c++,replace,1,recipe-1591d1498de0,1,true,true
fuzzlang-v1-a89c206ae6ce2fb0,err_blocks_disable,3336,c++,replace,1,recipe-97df12a0ccfe,1,true,true
fuzzlang-v1-1be286b332697191,err_bool_redeclaration,1570,c++,insert,1,recipe-529ef94ca17b,1,true,true
fuzzlang-v1-41d6c797a1936da3,err_bool_redeclaration,1570,c++,insert,1,recipe-b304cff7e68b,1,true,true
fuzzlang-v1-d2df26f5a8b64348,err_bool_redeclaration,1570,c++,insert,1,recipe-0138a23b62ff,1,true,true
fuzzlang-v1-defe299c3b7425a3,err_bool_redeclaration,1570,c++,insert,1,recipe-8ef1cf062e2c,1,true,true
fuzzlang-v1-2eae8685974f8e4b,err_bound_member_function,3337,c++,replace,1,recipe-237be268414e,1,true,true
fuzzlang-v2-448fe0205b321817,err_box_literal_collection,,c++,append,2,,1,true,false
fuzzlang-v2-ecdc76e1e0d72454,err_box_literal_collection,,c++,append,2,,1,true,false
fuzzlang-v2-ef2aa02bfa418613,err_box_literal_collection,,c++,append,2,,1,true,false
fuzzlang-v1-2ec45a96e1b806be,err_bracket_depth_exceeded,,c++,insert,1,,1,true,false
fuzzlang-v1-c58d454686643d06,err_bracket_depth_exceeded,,c++,insert,1,,1,true,false
fuzzlang-v1-6232fd80986be062,err_brackets_go_after_unqualified_id,1572,c++,insert,1,recipe-5052a61eb5df,1,true,true
fuzzlang-v1-566946b0c4d7a1dc,err_brackets_go_after_unqualified_id,1572,c++,replace,1,recipe-968c4c85062d,1,true,true
fuzzlang-v2-420ddec7044d118d,err_break_continue_label_not_found,,c++,append,2,,1,true,false
fuzzlang-v1-048a511769a973be,err_break_not_in_loop_or_switch,3340,c++,insert,1,recipe-2b073f24d9cd,1,true,true
fuzzlang-v1-3fac784fcab8ed70,err_break_not_in_loop_or_switch,3340,c++,insert,1,recipe-f2f31ec0fea8,1,true,true
fuzzlang-v1-6360a2025cd13ac6,err_break_not_in_loop_or_switch,3340,c++,insert,1,recipe-4e8bda8646c0,1,true,true
fuzzlang-v1-89fa5ea9b13def05,err_break_not_in_loop_or_switch,3340,c++,insert,1,recipe-36dc5e59420a,1,true,true
fuzzlang-v1-feb464afca26b69c,err_break_not_in_loop_or_switch,3340,c++,insert,1,recipe-842b299542c9,1,true,true
fuzzlang-v2-9aee0221af22771f,err_bswapg_invalid_bit_width,3341,c,replace,2,recipe-a4f3316baa19,1,true,true
fuzzlang-v2-2ab8afcfed3e5a81,err_btf_type_id_not_const,,c++,append,2,,1,true,false
fuzzlang-v2-2c2cc66060b5dc34,err_btf_type_id_not_const,,c++,append,2,,1,true,false
fuzzlang-v2-56307bbb03102cca,err_btf_type_id_not_const,,c++,append,2,,1,true,false
fuzzlang-v2-816afbe41fc04765,err_btf_type_id_not_const,,c++,append,2,,1,true,false
fuzzlang-v2-b5f21467c55ef601,err_btf_type_id_not_const,,c++,append,2,,1,true,false
fuzzlang-v1-05f1ef09d68aa880,err_builtin_annotation_first_arg,3344,c++,insert,1,recipe-4ca3474b0f09,1,true,true
fuzzlang-v1-1d7f484613204df7,err_builtin_annotation_first_arg,3344,c++,insert,1,recipe-8e1663e8cd46,1,true,true
fuzzlang-v1-5ec58de431e63ddf,err_builtin_annotation_first_arg,3344,c++,insert,1,recipe-49b9ed23de6f,1,true,true
fuzzlang-v1-9badb6c087074b3c,err_builtin_annotation_first_arg,3344,c++,insert,1,recipe-d98e0ed643a7,1,true,true
fuzzlang-v1-4789a91698eb80dc,err_builtin_annotation_second_arg,3345,c++,replace,1,recipe-b5f2d4f07feb,1,true,true
fuzzlang-v1-565d2d5cb139ceae,err_builtin_annotation_second_arg,3345,c++,replace,1,recipe-7e7075fec226,1,true,true
fuzzlang-v1-5e32a17f0ecc7762,err_builtin_annotation_second_arg,3345,c++,replace,1,recipe-bfae9549d969,1,true,true
fuzzlang-v1-72a846ac35da2605,err_builtin_annotation_second_arg,3345,c++,replace,1,recipe-fa9a6765b45e,1,true,true
fuzzlang-v1-d026d7611145ec0c,err_builtin_annotation_second_arg,3345,c++,replace,1,recipe-bf32cbe294c8,1,true,true
fuzzlang-v1-26de72d990c828a7,err_builtin_assume_aligned_invalid_arg,3346,c++,replace,1,recipe-58d5ba538871,1,true,true
fuzzlang-v2-0024e7eafa7d3b88,err_builtin_counted_by_ref_invalid_arg,3349,c,replace,2,recipe-3e1687efa031,1,true,true
fuzzlang-v2-d182e73fe49a244e,err_builtin_counted_by_ref_invalid_arg,3349,c,replace,2,recipe-340007f2af19,1,true,true
fuzzlang-v1-7864460cb694bbeb,err_builtin_definition,3351,c++,replace,1,recipe-00cca6ce6c1c,1,true,true
fuzzlang-v1-942c107a5f438e87,err_builtin_definition,3351,c++,replace,1,recipe-08b54f1c411d,1,true,true
fuzzlang-v1-e444a209e8a41ef1,err_builtin_definition,3351,c++,replace,1,recipe-7f12f7eef42a,1,true,true
fuzzlang-v1-ee4a18df9c90dbc3,err_builtin_definition,3351,c++,replace,1,recipe-ae7b5ab61eaf,1,true,true
fuzzlang-v1-0ed704c22627eb88,err_builtin_fn_use,3352,c++,replace,1,recipe-a82ffd4e7761,1,true,true
fuzzlang-v1-1143c66b6304c708,err_builtin_fn_use,3352,c++,replace,1,recipe-529558772fb4,1,true,true
fuzzlang-v1-91fa6ceb66931441,err_builtin_fn_use,3352,c++,replace,1,recipe-beb7426c3ba8,1,true,true
fuzzlang-v1-fba8414a8bd2f258,err_builtin_fn_use,3352,c++,replace,1,recipe-6bb6017eaf14,1,true,true
fuzzlang-v2-a5be79d38e2937fc,err_builtin_invalid_arg_type,3354,c++,append,2,,1,true,true
fuzzlang-v2-336939bad4295e73,err_builtin_is_within_lifetime_invalid_arg,3355,c++,append,2,,1,true,true
fuzzlang-v1-09527e8971f17668,err_builtin_launder_invalid_arg,3356,c++,replace,1,recipe-3c603d4e90e1,1,true,true
fuzzlang-v1-3f3999b42205f85a,err_builtin_launder_invalid_arg,3356,c++,replace,1,recipe-339d81b2d406,1,true,true
fuzzlang-v1-6215f46c3bc2647e,err_builtin_launder_invalid_arg,3356,c++,replace,1,recipe-cac102e6e245,1,true,true
fuzzlang-v1-b2d716b7824258ec,err_builtin_launder_invalid_arg,3356,c++,replace,1,recipe-a6d78e49cc30,1,true,true
fuzzlang-v1-c014b4f78b88b65d,err_builtin_launder_invalid_arg,3356,c++,replace,1,recipe-d9325d8734aa,1,true,true
fuzzlang-v1-c2760fb02a8679c0,err_builtin_launder_invalid_arg,3356,c++,replace,1,recipe-de21946f684b,1,true,true
fuzzlang-v1-d2f40a8460e8857c,err_builtin_launder_invalid_arg,3356,c++,replace,1,recipe-790366eb6556,1,true,true
fuzzlang-v1-f0e7026e3f1af1f1,err_builtin_launder_invalid_arg,3356,c++,replace,1,recipe-b3c43a3a5b32,1,true,true
fuzzlang-v1-4e6f141c5a0a0c90,err_builtin_longjmp_invalid_val,3357,c++,replace,1,recipe-005aee48e074,1,true,true
fuzzlang-v1-524fce9f5bb698fc,err_builtin_longjmp_invalid_val,3357,c++,replace,1,recipe-d6d1c9dec2a1,1,true,true
fuzzlang-v1-558cfffb98c2771b,err_builtin_longjmp_invalid_val,3357,c++,replace,1,recipe-d71b09c7148c,1,true,true
fuzzlang-v1-6818a913d235870e,err_builtin_longjmp_invalid_val,3357,c++,replace,1,recipe-f469607beaa9,1,true,true
fuzzlang-v1-7b1291fe0f5567ce,err_builtin_longjmp_invalid_val,3357,c++,replace,1,recipe-5559d0fd29b6,1,true,true
fuzzlang-v1-86d2d19fd63b5e02,err_builtin_longjmp_invalid_val,3357,c++,replace,1,recipe-3f548b2ad875,1,true,true
fuzzlang-v1-9567f8e4cf5b2e5e,err_builtin_longjmp_invalid_val,3357,c++,replace,1,recipe-d62d7b7fe362,1,true,true
