injector_id,diagnostic_name,diagnostic_id,language,operation,schema_version,source_recipe_id,support,target_is_catalog_error,strict_diagnostic_covered
fuzzlang-v2-aa4e640de73111a6,err_32_bit_builtin_64_bit_tgt,2869,c++,append,2,,1,true,true
fuzzlang-v1-71658a4f6628482d,err_abi_tag_on_redeclaration,2871,c++,replace,1,recipe-f3d9520ea3b9,1,true,true
fuzzlang-v1-408e67321c6ef194,err_abstract_type_in_decl,2872,c++,replace,1,recipe-0e63c8dbd9cc,1,true,true
fuzzlang-v1-9984bf2da5d894ec,err_abstract_type_in_decl,2872,c++,replace,1,recipe-c2fb7acc93a8,1,true,true
fuzzlang-v1-b0402079ec2ea5a4,err_abstract_type_in_decl,2872,c++,replace,1,recipe-78993c662aa7,1,true,true
fuzzlang-v1-b795c1a081381f4e,err_abstract_type_in_decl,2872,c++,replace,1,recipe-316a784872bc,1,true,true
fuzzlang-v2-4bfec3d471d7dc41,err_acc_clause_appertainment,2875,c++,append,2,,1,true,true
fuzzlang-v2-9627c5d6c89ecf98,err_acc_construct_appertainment,2884,c++,append,2,,1,true,true
fuzzlang-v2-6218820219d346f0,err_acc_construct_one_clause_of,2885,c++,append,2,,1,true,true
fuzzlang-v2-87b97d3981b62933,err_acc_duplicate_clause_disallowed,2893,c++,append,2,,1,true,true
fuzzlang-v2-3378881dbc85cd84,err_acc_int_arg_invalid,2900,c++,append,2,,1,true,true
fuzzlang-v2-965572a6e6d9574e,err_acc_int_expr_requires_integer,2904,c++,append,2,,1,true,true
fuzzlang-v2-836171fce2bf7480,err_acc_invalid_clause,1525,c++,append,2,,1,true,true
fuzzlang-v2-e1ed2723b24975b6,err_acc_invalid_default_type,2907,c++,append,2,,1,true,true
fuzzlang-v2-f76678804c4092f2,err_acc_invalid_directive,1527,c++,append,2,,1,true,true
fuzzlang-v2-68f57e45284472c5,err_acc_loop_not_for_loop,2911,c++,append,2,,1,true,true
fuzzlang-v2-017caf93c749007b,err_acc_not_a_var_ref,2918,c++,append,2,,1,true,true
fuzzlang-v2-9bfe749d58b64a4f,err_acc_not_a_var_ref_cache,2919,c++,append,2,,1,true,true
fuzzlang-v2-5c3b79bac13a241d,err_acc_not_a_var_ref_use_device_declare,2920,c++,append,2,,1,true,true
fuzzlang-v2-7d9dd99926eef028,err_acc_reduction_type,2926,c++,append,2,,1,true,true
fuzzlang-v2-7d6bd8440c213dc9,err_acc_size_expr_value,2929,c++,append,2,,1,true,true
fuzzlang-v2-73c1444bf99d318d,err_acc_var_not_pointer_type,2938,c++,append,2,,1,true,true
fuzzlang-v2-3ebc92d97001bc3e,err_access,2939,c++,append,2,,1,true,true
fuzzlang-v1-78ca03635144549f,err_access,2939,c++,replace,1,,1,true,true
fuzzlang-v1-8f3f52fc38ee0171,err_access,2939,c++,replace,1,,1,true,true
fuzzlang-v1-9f09d5728f45f778,err_access_base_ctor,2940,c++,replace,1,recipe-522824cebded,1,true,true
fuzzlang-v1-ae03ab95314d997c,err_access_base_ctor,2940,c++,replace,1,recipe-36e1db276280,1,true,true
fuzzlang-v1-cf89b1ec5a15ebff,err_access_base_ctor,2940,c++,replace,1,recipe-79f5f1898b6f,1,true,true
fuzzlang-v1-ef1a426f04df6e6f,err_access_base_ctor,2940,c++,replace,1,recipe-e91cd20d78ac,1,true,true
fuzzlang-v2-f917e91ced7ac299,err_access_ctor,2941,c++,append,2,,1,true,true
fuzzlang-v1-106150478fa236d2,err_access_ctor,2941,c++,insert,1,recipe-efb8b24ffb9c,1,true,true
fuzzlang-v1-1fa6acb0fe0b7430,err_access_ctor,2941,c++,insert,1,,1,true,true
fuzzlang-v1-7d8dc9f1af16001b,err_access_ctor,2941,c++,insert,1,recipe-69381dac7c09,1,true,true
fuzzlang-v1-8b5f9344879c7726,err_access_ctor,2941,c++,insert,1,recipe-caa3d8d1eeb7,1,true,true
fuzzlang-v1-99937bc950a3bae2,err_access_ctor,2941,c++,insert,1,recipe-4f23a40c17dd,1,true,true
fuzzlang-v1-008293c1c06854f3,err_access_decl,2942,c++,insert,1,recipe-6529b83851aa,1,true,true
fuzzlang-v1-69acf9f9aebfa3e6,err_access_decl,2942,c++,insert,1,recipe-dcf09aa5a43a,1,true,true
fuzzlang-v1-82a2e14e45d94069,err_access_decl,2942,c++,insert,1,recipe-1de27ce35a08,1,true,true
fuzzlang-v1-c428289914d3a268,err_access_decl,2942,c++,insert,1,recipe-eed375594550,1,true,true
fuzzlang-v2-0f8255a012ff2ca2,err_access_dtor_field,,c++,append,2,,1,true,false
fuzzlang-v2-3f7a19fc2beb6bc3,err_access_dtor_field,,c++,append,2,,1,true,false
fuzzlang-v2-8d8d33c41d49b6c4,err_access_dtor_field,,c++,append,2,,1,true,false
fuzzlang-v2-c00bde7fa9a7a0a2,err_access_dtor_var,2949,c++,append,2,,1,true,true
fuzzlang-v1-0931d2c45179472e,err_access_dtor_var,2949,c++,replace,1,,1,true,true
fuzzlang-v1-9d2a8551de56e242,err_access_dtor_var,2949,c++,replace,1,,1,true,true
fuzzlang-v1-c545813831a58d58,err_access_dtor_var,2949,c++,replace,1,,1,true,true
fuzzlang-v1-f895961381e0735a,err_access_dtor_var,2949,c++,replace,1,,1,true,true
fuzzlang-v2-5383d8cd6e1dd549,err_access_friend_function,,c++,append,2,,1,true,false
fuzzlang-v2-6e535447d304b409,err_access_friend_function,,c++,append,2,,1,true,false
fuzzlang-v2-37fdae3678c822bd,err_addr_ovl_ambiguous,,c++,append,2,,1,true,false
fuzzlang-v2-8701dc66881e3aa6,err_addr_ovl_ambiguous,,c++,append,2,,1,true,false
fuzzlang-v2-0080be169a3deabf,err_addr_ovl_no_qualifier,,c++,append,2,,1,true,false
fuzzlang-v2-161db738e9c775b2,err_addr_ovl_no_qualifier,,c++,append,2,,1,true,false
fuzzlang-v2-5c21e3bfbd0cbd71,err_addr_ovl_no_qualifier,,c++,append,2,,1,true,false
fuzzlang-v2-98077918594c267b,err_addr_ovl_no_qualifier,,c++,append,2,,1,true,false
fuzzlang-v1-adea0647f53bc9b9,err_addr_ovl_no_viable,2956,c++,replace,1,recipe-771049c58f3e,1,true,true
fuzzlang-v1-b135a774551668ef,err_address_of_label_outside_fn,1535,c++,replace,1,recipe-89930ec04f2f,1,true,true
fuzzlang-v1-2e0bbeb25f51840d,err_addrof_function_disabled_by_enable_if_attr,2963,c++,insert,1,recipe-eb36d8a28547,1,true,true
fuzzlang-v1-0be6674361ffcd8c,err_alias_declaration_not_identifier,1536,c++,insert,1,recipe-032f0531a845,1,true,true
fuzzlang-v1-b2460216fd287e39,err_alias_declaration_not_identifier,1536,c++,insert,1,recipe-6e20c21bafce,1,true,true
fuzzlang-v1-c1a9e685e58f97e9,err_alias_declaration_not_identifier,1536,c++,insert,1,,1,true,true
fuzzlang-v1-cbf50a87cadc7491,err_alias_declaration_not_identifier,1536,c++,insert,1,recipe-21144f0499b3,1,true,true
fuzzlang-v1-f5eccbd16cc38aba,err_alias_declaration_not_identifier,1536,c++,insert,1,recipe-ee72b67a33fc,1,true,true
fuzzlang-v1-6ef0cd2e929906fd,err_alias_declaration_not_identifier,1536,c++,replace,1,,1,true,true
fuzzlang-v1-14c9c5208d90f704,err_alias_declaration_specialization,1538,c++,replace,1,recipe-0092a3f074ec,1,true,true
fuzzlang-v1-21304cf6e66f37ed,err_alias_declaration_specialization,1538,c++,replace,1,recipe-0bebf35cb95f,1,true,true
fuzzlang-v1-34600de5c63a4123,err_alias_declaration_specialization,1538,c++,replace,1,recipe-1df7aa3824a4,1,true,true
fuzzlang-v1-412525af674545aa,err_alias_declaration_specialization,1538,c++,replace,1,recipe-ed5b37cf01c3,1,true,true
fuzzlang-v1-71170990907a64d8,err_alias_declaration_specialization,1538,c++,replace,1,recipe-044f4c60a429,1,true,true
fuzzlang-v1-7819dd3558b9bc4c,err_alias_declaration_specialization,1538,c++,replace,1,recipe-753c11682155,1,true,true
fuzzlang-v1-7984f0c64164ae62,err_alias_declaration_specialization,1538,c++,replace,1,recipe-06e4a611bfd6,1,true,true
fuzzlang-v1-9908fe551b728dd4,err_alias_declaration_specialization,1538,c++,replace,1,recipe-d4ddce99d040,1,true,true
fuzzlang-v1-a101bdffbcfcb7c5,err_alias_declaration_specialization,1538,c++,replace,1,recipe-cfd6ef187e5f,1,true,true
fuzzlang-v1-b9068e6927562c0b,err_alias_declaration_specialization,1538,c++,replace,1,recipe-dfddadcf142d,1,true,true
fuzzlang-v1-e36c3793142e4f86,err_alias_declaration_specialization,1538,c++,replace,1,recipe-8ed6d81828fc,1,true,true
fuzzlang-v1-e7b742ffad5c69d3,err_alias_declaration_specialization,1538,c++,replace,1,recipe-a9c00d3420d4,1,true,true
fuzzlang-v2-9fbd119558ea0e11,err_alias_is_definition,2966,c++,insert,2,recipe-4e1c0c2c137d,1,true,true
fuzzlang-v2-3e6ea93b92c85c68,err_alias_template_extra_headers,2969,c++,append,2,,1,true,true
fuzzlang-v1-32b4b61ac0693bef,err_align_value_attribute_argument_not_int,2970,c,insert,1,recipe-ace1ca6bf645,1,true,true
fuzzlang-v1-401313c5fd9d0afc,err_alignas_attribute_wrong_decl_type,2971,c++,replace,1,recipe-806d1ba2ad2e,1,true,true
fuzzlang-v1-49955ad72233e1cb,err_alignas_attribute_wrong_decl_type,2971,c++,replace,1,recipe-534bc2adf507,1,true,true
fuzzlang-v1-4a6eee220eff5cd7,err_alignas_attribute_wrong_decl_type,2971,c++,replace,1,recipe-a0b7d741b84f,1,true,true
fuzzlang-v1-4d654b4018767596,err_alignas_attribute_wrong_decl_type,2971,c++,replace,1,recipe-61aad00c368c,1,true,true
fuzzlang-v1-c51b70c468725a1f,err_alignas_attribute_wrong_decl_type,2971,c++,replace,1,recipe-53eb469ada91,1,true,true
fuzzlang-v1-c67bcfd07a90b164,err_alignas_attribute_wrong_decl_type,2971,c++,replace,1,recipe-1f8b53e3d69a,1,true,true
fuzzlang-v1-c7c313bff49dc1c9,err_alignas_attribute_wrong_decl_type,2971,c++,replace,1,recipe-32528a4bcdaa,1,true,true
fuzzlang-v1-e0e860780cc3195c,err_alignas_attribute_wrong_decl_type,2971,c++,replace,1,recipe-c03c92b043f7,1,true,true
fuzzlang-v1-5dcec94b2691562a,err_alignas_mismatch,2972,c++,insert,1,recipe-b25b69d6f876,1,true,true
fuzzlang-v1-28b830db9d7ab91a,err_alignas_missing_on_definition,2973,c++,insert,1,recipe-4e89a368fbe4,1,true,true
fuzzlang-v1-4cc171bb02f2e7be,err_alignas_missing_on_definition,2973,c++,insert,1,recipe-8a17fbdeb582,1,true,true
fuzzlang-v1-4ec63a8510a27290,err_alignas_missing_on_definition,2973,c++,insert,1,recipe-64fb9ab643ad,1,true,true
fuzzlang-v1-57454c00c4363f9f,err_alignas_missing_on_definition,2973,c++,insert,1,recipe-1d12033989e0,1,true,true
fuzzlang-v1-63a2e9ae85752605,err_alignas_missing_on_definition,2973,c++,insert,1,recipe-90b24a1438d2,1,true,true
fuzzlang-v1-b4bc61cd6570a2dc,err_alignas_missing_on_definition,2973,c++,insert,1,recipe-e2cf39ab954f,1,true,true
fuzzlang-v1-cc52a864ca235053,err_alignas_missing_on_definition,2973,c++,insert,1,recipe-49e2033b0470,1,true,true
fuzzlang-v1-d69694fa2f24becf,err_alignas_missing_on_definition,2973,c++,insert,1,recipe-59e28191f361,1,true,true
fuzzlang-v1-034f26502487c4e9,err_alignas_underaligned,2974,c++,insert,1,recipe-ca7df4130469,1,true,true
fuzzlang-v1-1469a68502703cd8,err_alignas_underaligned,2974,c++,insert,1,recipe-e2fa270dacd0,1,true,true
fuzzlang-v1-15c473019823c60e,err_alignas_underaligned,2974,c++,insert,1,recipe-841a854c4500,1,true,true
fuzzlang-v1-4eb0c6a259f4d237,err_alignas_underaligned,2974,c++,insert,1,recipe-6b05a75246ba,1,true,true
fuzzlang-v1-7a6706517c39e40e,err_alignas_underaligned,2974,c++,insert,1,recipe-68dc9b845e48,1,true,true
fuzzlang-v1-87b33f20324734c0,err_alignas_underaligned,2974,c++,insert,1,recipe-3c97e243af45,1,true,true
fuzzlang-v1-cd024a8e756fc768,err_alignas_underaligned,2974,c++,insert,1,recipe-5e9405b100fc,1,true,true
fuzzlang-v1-e839ac5e38817b88,err_alignas_underaligned,2974,c++,insert,1,recipe-53602a524a53,1,true,true
fuzzlang-v2-789c3868978eba24,err_aligned_allocation_unavailable,,c++,append,2,,1,true,false
fuzzlang-v1-dd265a2d5cd25555,err_aligned_attribute_argument_not_int,2976,c++,insert,1,recipe-b8b8501e03a1,1,true,true
fuzzlang-v1-4a76d854375eea96,err_aligned_attribute_argument_not_int,2976,c++,replace,1,recipe-c7414e5f6c74,1,true,true
fuzzlang-v1-a87cfbf2e4a8ed09,err_aligned_attribute_argument_not_int,2976,c++,replace,1,recipe-9a90d1e39212,1,true,true
fuzzlang-v1-bfba31d5e1578b3e,err_aligned_attribute_argument_not_int,2976,c++,replace,1,recipe-e83aaa076e9e,1,true,true
fuzzlang-v1-f268c5830f8a2fc5,err_aligned_attribute_argument_not_int,2976,c++,replace,1,recipe-f366913584ce,1,true,true
fuzzlang-v1-2a1a65d3cc5bcf16,err_alignment_not_power_of_two,2978,c++,insert,1,recipe-db568d893de2,1,true,true
fuzzlang-v1-2492510c7e669ab8,err_alignment_not_power_of_two,2978,c++,replace,1,recipe-9a50699b1511,1,true,true
fuzzlang-v1-2b93f3ab95c350e6,err_alignment_not_power_of_two,2978,c++,replace,1,recipe-bd335ca2a220,1,true,true
fuzzlang-v1-92fbb1ba938a7c16,err_alignment_not_power_of_two,2978,c++,replace,1,recipe-7e437f0d5767,1,true,true
fuzzlang-v1-a1503ffac8a81d59,err_alignment_not_power_of_two,2978,c++,replace,1,recipe-5922b7d7053c,1,true,true
fuzzlang-v2-c7a2d85ab13440af,err_alignof_member_of_incomplete_type,2981,c++,append,2,,1,true,true
fuzzlang-v1-bf343e781162d8df,err_allocation_of_abstract_type,2982,c++,replace,1,recipe-25fe4e9e4a0d,1,true,true
fuzzlang-v2-d0ec5af35b737008,err_ambiguous_base_to_derived_cast,2984,c++,append,2,,1,true,true
fuzzlang-v2-8a873e23724ad76e,err_ambiguous_delete_operand,2985,c++,append,2,,1,true,true
fuzzlang-v1-37478f120c56a2a5,err_ambiguous_derived_to_base_conv,2986,c++,insert,1,recipe-017d45248bda,1,true,true
fuzzlang-v1-42808213fc35a415,err_ambiguous_derived_to_base_conv,2986,c++,insert,1,recipe-95ed4a012966,1,true,true
fuzzlang-v1-cadb7677164ac235,err_ambiguous_derived_to_base_conv,2986,c++,insert,1,recipe-f21f73b63878,1,true,true
fuzzlang-v1-df438a314b417fc2,err_ambiguous_derived_to_base_conv,2986,c++,insert,1,recipe-75bacc1f8baf,1,true,true
fuzzlang-v2-af1b3e444968ca07,err_ambiguous_inherited_constructor,2988,c++,append,2,,1,true,true
fuzzlang-v2-c29103d789f28cbc,err_ambiguous_inherited_constructor,,c++,append,2,,1,true,true
fuzzlang-v1-09e980636845633a,err_ambiguous_member_multiple_subobject_types,2989,c++,replace,1,recipe-ca70f6bd0f9c,1,true,true
fuzzlang-v1-22ce7f8230edfb25,err_ambiguous_member_multiple_subobject_types,2989,c++,replace,1,recipe-e2ffdfc5e367,1,true,true
fuzzlang-v1-52e9f390075b124f,err_ambiguous_member_multiple_subobject_types,2989,c++,replace,1,recipe-c4ff01de2a33,1,true,true
fuzzlang-v1-5432fc1931c71615,err_ambiguous_member_multiple_subobject_types,2989,c++,replace,1,recipe-43f0116116a5,1,true,true
fuzzlang-v1-dd752b3f6929378c,err_ambiguous_member_multiple_subobject_types,2989,c++,replace,1,recipe-7f552d113541,1,true,true
fuzzlang-v2-66733d2a904965c2,err_ambiguous_member_multiple_subobjects,2990,c++,append,2,,1,true,true
fuzzlang-v1-2b4450ef1a3fafba,err_ambiguous_memptr_conv,2991,c++,insert,1,recipe-bb930b081f34,1,true,true
fuzzlang-v1-712f72ed9a8d857f,err_ambiguous_memptr_conv,2991,c++,insert,1,recipe-aa01f09b6d75,1,true,true
fuzzlang-v1-ac243e060d4c8584,err_ambiguous_memptr_conv,2991,c++,insert,1,recipe-e0d7e2c00515,1,true,true
fuzzlang-v1-f5b1bb85b38ebe1f,err_ambiguous_memptr_conv,2991,c++,insert,1,recipe-a8d6c6c151ed,1,true,true
fuzzlang-v2-3208467b5e13bdc5,err_ambiguous_reference,2992,c++,append,2,,1,true,true
fuzzlang-v1-2098160fd45b56fc,err_ambiguous_reference,2992,c++,insert,1,recipe-afc9f39f3a47,1,true,true
fuzzlang-v1-0779246073699337,err_ambiguous_reference,2992,c++,replace,1,recipe-99af03c14a75,1,true,true
fuzzlang-v2-1207d5bd92bedb24,err_ambiguous_suitable_delete_member_function_found,,c++,append,2,,1,true,false
fuzzlang-v2-5c6269cf0ee9bf02,err_ambiguous_suitable_delete_member_function_found,,c++,append,2,,1,true,false
fuzzlang-v2-8b897890835f67ee,err_ambiguous_suitable_delete_member_function_found,,c++,append,2,,1,true,false
fuzzlang-v2-888dbc1d3ccfdeab,err_anon_bitfield_has_negative_width,2997,c++,append,2,,1,true,true
fuzzlang-v1-c7cd81af2abcef51,err_anon_bitfield_has_negative_width,2997,c++,insert,1,,1,true,true
fuzzlang-v1-020acb6cf56f9f4d,err_anon_bitfield_member_init,1539,c++,insert,1,recipe-80a6bfe3ddd5,1,true,true
fuzzlang-v1-930fca44222ffb23,err_anon_bitfield_member_init,1539,c++,insert,1,recipe-f0c696448e18,1,true,true
fuzzlang-v1-63b3c1db68775c40,err_anon_bitfield_member_init,1539,c++,replace,1,recipe-bc57109f271a,1,true,true
fuzzlang-v1-f74db9597a6d3f70,err_anon_bitfield_qualifiers,2998,c++,replace,1,recipe-4f52b97fbcf5,1,true,true
fuzzlang-v1-4150e4fa1360e7d3,err_anon_type_definition,1540,c++,insert,1,recipe-4aa953fce9d4,1,true,true
fuzzlang-v1-5ab67af83c710c82,err_anon_type_definition,1540,c++,insert,1,recipe-0e45df504ff3,1,true,true
fuzzlang-v1-79ccc1f2400cc334,err_anon_type_definition,1540,c++,insert,1,recipe-d13f65cb815a,1,true,true
fuzzlang-v1-af90ac6231ecde08,err_anon_type_definition,1540,c++,insert,1,recipe-e4c48c2247ab,1,true,true
fuzzlang-v1-47bb126c58cc3a37,err_anon_type_definition,1540,c++,replace,1,recipe-803d54cc46c7,1,true,true
fuzzlang-v1-8810a166cfd8e7fa,err_anon_type_definition,1540,c++,replace,1,,1,true,true
fuzzlang-v1-f38dde3556d27976,err_anon_type_definition,1540,c++,replace,1,,1,true,true
fuzzlang-v1-fe1edab5a173bfac,err_anon_type_definition,1540,c++,replace,1,recipe-e94f660b3dcc,1,true,true
fuzzlang-v1-63d86b654f612942,err_anonymous_enum_bitfield,1541,c++,insert,1,recipe-c46cff2182f0,1,true,true
fuzzlang-v1-7a94481666b3f265,err_anonymous_enum_bitfield,1541,c++,insert,1,,1,true,true
fuzzlang-v1-98c31dbcf897fe6e,err_anonymous_enum_bitfield,1541,c++,insert,1,recipe-1ac3fae9e33d,1,true,true
fuzzlang-v1-cd2a4c9cc65c975d,err_anonymous_enum_bitfield,1541,c++,insert,1,recipe-0575d45c34e5,1,true,true
fuzzlang-v1-db331383aed92116,err_anonymous_enum_bitfield,1541,c++,insert,1,,1,true,true
fuzzlang-v1-e070d3a7c21baa16,err_anonymous_enum_bitfield,1541,c++,insert,1,recipe-513d8592e984,1,true,true
fuzzlang-v1-d328f9f528bc85a2,err_anonymous_enum_bitfield,1541,c++,replace,1,,1,true,true
fuzzlang-v1-175c731ee832ac91,err_anonymous_record_member_redecl,3001,c,replace,1,recipe-bba4ac9c8a47,1,true,true
fuzzlang-v2-22863acebf0ca4f0,err_anonymous_record_with_function,3003,c++,append,2,,1,true,true
fuzzlang-v1-08bed8eb1cd966a4,err_anonymous_record_with_type,3005,c++,replace,1,recipe-8ebaf9b133bd,1,true,true
fuzzlang-v1-db2cc9ca4772abcc,err_anonymous_record_with_type,3005,c++,replace,1,recipe-cf25c42d0131,1,true,true
fuzzlang-v1-e7b05bdb391d0889,err_anonymous_record_with_type,3005,c++,replace,1,recipe-1350cb5a1d21,1,true,true
fuzzlang-v1-e7e7c9d63aa4b3bc,err_anonymous_record_with_type,3005,c++,replace,1,recipe-6763730c3f82,1,true,true
fuzzlang-v1-1c200647f7408604,err_anonymous_struct_not_member,3006,c++,insert,1,,1,true,true
fuzzlang-v1-28e430e395640e05,err_anonymous_struct_not_member,3006,c++,insert,1,,1,true,true
fuzzlang-v1-1797e0148cc475a1,err_anonymous_struct_not_member,3006,c++,replace,1,recipe-93cd76fb333a,1,true,true
fuzzlang-v2-124d51edc0cc08e2,err_anonymous_union_not_static,3007,c++,append,2,,1,true,true
fuzzlang-v2-c1649ee80d06521e,err_anonymous_union_not_static,3007,c++,append,2,,1,true,true
fuzzlang-v1-262a15231d627435,err_anonymous_union_with_storage_spec,3008,c++,replace,1,recipe-80ab63274df4,1,true,true
fuzzlang-v1-4ed0207d0703f93f,err_anonymous_union_with_storage_spec,3008,c++,replace,1,recipe-18bc03decc3d,1,true,true
fuzzlang-v1-aee7f0c8cb324a76,err_anonymous_union_with_storage_spec,3008,c++,replace,1,recipe-c65b0a8c9f66,1,true,true
fuzzlang-v1-f4aa4cbbaea0178a,err_anonymous_union_with_storage_spec,3008,c++,replace,1,recipe-b8c73e6cba36,1,true,true
fuzzlang-v1-13e1c61ab5fa9c83,err_anyx86_interrupt_attribute,3009,c++,replace,1,recipe-29e13aa56c02,1,true,true
fuzzlang-v1-32fc43a38098f47a,err_anyx86_interrupt_attribute,3009,c++,replace,1,recipe-417562811252,1,true,true
fuzzlang-v1-7f7ec0b23e542486,err_anyx86_interrupt_attribute,3009,c++,replace,1,recipe-66a2245a7956,1,true,true
fuzzlang-v1-fd1497a0d70c298e,err_anyx86_interrupt_attribute,3009,c++,replace,1,recipe-7f349a0a8005,1,true,true
fuzzlang-v1-a5cfe0888058dbae,err_argument_invalid_range,3053,c++,replace,1,recipe-c003aaccd4b3,1,true,true
fuzzlang-v1-1a87383f7e797230,err_argument_not_power_of_2,3056,c++,replace,1,recipe-d6ea494d565d,1,true,true
fuzzlang-v1-2181e9a184972113,err_argument_required_after_attribute,1543,c,insert,1,recipe-ed0827b5f19d,1,true,true
fuzzlang-v1-2e8fb3306b952f17,err_array_designator_empty_range,3064,c++,replace,1,recipe-ba71099ba3d8,1,true,true
fuzzlang-v1-a8c7d4a364f84a25,err_array_designator_empty_range,3064,c++,replace,1,recipe-43e7123add5a,1,true,true
fuzzlang-v1-f4ae23f995796e3e,err_array_designator_empty_range,3064,c++,replace,1,recipe-944e7e30cfb8,1,true,true
fuzzlang-v1-fe61d153b5f8fec9,err_array_designator_empty_range,3064,c++,replace,1,recipe-f440d6bda4d4,1,true,true
fuzzlang-v1-09a5179a7b4eccbf,err_array_designator_negative,3065,c++,replace,1,recipe-fbcad2713fac,1,true,true
fuzzlang-v1-0f2127851a522682,err_array_designator_negative,3065,c++,replace,1,recipe-0c95ab16eeec,1,true,true
fuzzlang-v1-12e2f6a5177174ba,err_array_designator_negative,3065,c++,replace,1,recipe-d1c9cbf057af,1,true,true
fuzzlang-v1-2e70004d301619e0,err_array_designator_negative,3065,c++,replace,1,recipe-724454b2241a,1,true,true
fuzzlang-v1-5b838c9514ad8a75,err_array_designator_negative,3065,c++,replace,1,recipe-f2c2d25fe38d,1,true,true
fuzzlang-v1-5da3e13ae7518c28,err_array_designator_negative,3065,c++,replace,1,recipe-8aa84cc0246d,1,true,true
fuzzlang-v1-7487fb2fe5929e5a,err_array_designator_negative,3065,c++,replace,1,recipe-875ff950a697,1,true,true
fuzzlang-v1-7a25b4081c963dff,err_array_designator_negative,3065,c++,replace,1,recipe-647c96c99348,1,true,true
fuzzlang-v1-ab0c3cd397dcbf02,err_array_designator_negative,3065,c++,replace,1,recipe-d5e0e6ab62e5,1,true,true
fuzzlang-v1-d428f650b2711af8,err_array_designator_negative,3065,c++,replace,1,recipe-cefe618eab8b,1,true,true
fuzzlang-v1-f17a0693afb2eedf,err_array_designator_negative,3065,c++,replace,1,recipe-e262fb1e4dc8,1,true,true
fuzzlang-v1-f60a16f3fd7277c0,err_array_designator_negative,3065,c++,replace,1,recipe-7972d3db9db4,1,true,true
fuzzlang-v1-250dc5af445aac5f,err_array_designator_too_large,3067,c++,replace,1,recipe-fc1ccc290652,1,true,true
fuzzlang-v1-2ee5ec236c6650fd,err_array_designator_too_large,3067,c++,replace,1,recipe-5ebbb30fc89c,1,true,true
fuzzlang-v1-43391cf984b78172,err_array_designator_too_large,3067,c++,replace,1,recipe-979851b4a9c5,1,true,true
fuzzlang-v1-54ad376744ec87ec,err_array_designator_too_large,3067,c++,replace,1,recipe-dd99b12095fc,1,true,true
fuzzlang-v1-58272a9ccd860f2d,err_array_designator_too_large,3067,c++,replace,1,recipe-fd6deadff583,1,true,true
fuzzlang-v1-7286c546f74cd088,err_array_designator_too_large,3067,c++,replace,1,recipe-3892749926c1,1,true,true
fuzzlang-v1-8237610520835c4c,err_array_designator_too_large,3067,c++,replace,1,recipe-1db91af6f181,1,true,true
fuzzlang-v1-8fb94c9bf19034d3,err_array_designator_too_large,3067,c++,replace,1,recipe-e3baaf66db99,1,true,true
fuzzlang-v2-42e5f6643bcea0f6,err_array_incomplete_or_sizeless_type,3069,c,append,2,,1,true,true
fuzzlang-v2-52613fc07c7d66f7,err_array_incomplete_or_sizeless_type,3069,c++,append,2,,1,true,true
fuzzlang-v1-0f3b454ea3ca52f6,err_array_incomplete_or_sizeless_type,3069,c++,replace,1,,1,true,true
fuzzlang-v1-9b1b5c517d412d26,err_array_init_different_type,3070,c,replace,1,recipe-531864833a5e,1,true,true
fuzzlang-v1-ad953418631785c8,err_array_init_different_type,3070,c,replace,1,recipe-e557044bc3af,1,true,true
fuzzlang-v1-05eb2cb93c3d03b7,err_array_init_incompat_wide_string_into_wchar,3071,c++,replace,1,recipe-fbb7ebe4a41b,1,true,true
fuzzlang-v1-1549085c6147555a,err_array_init_incompat_wide_string_into_wchar,3071,c++,replace,1,recipe-683fc5bf77b3,1,true,true
fuzzlang-v1-234d5a818b7ea7cc,err_array_init_incompat_wide_string_into_wchar,3071,c++,replace,1,recipe-0a1cc184ac2a,1,true,true
fuzzlang-v1-314553b16bbcf014,err_array_init_incompat_wide_string_into_wchar,3071,c++,replace,1,recipe-a3264434d14e,1,true,true
fuzzlang-v1-4f53f3cb261c8782,err_array_init_incompat_wide_string_into_wchar,3071,c++,replace,1,recipe-1b1c5b5c001b,1,true,true
fuzzlang-v1-672c5bf7b98fcad6,err_array_init_incompat_wide_string_into_wchar,3071,c++,replace,1,recipe-f1850479b9df,1,true,true
fuzzlang-v1-7a36147f4af72d3c,err_array_init_incompat_wide_string_into_wchar,3071,c++,replace,1,recipe-7f9f3cc6e5de,1,true,true
fuzzlang-v1-bbad7eec5dee267b,err_array_init_incompat_wide_string_into_wchar,3071,c++,replace,1,recipe-2b78268c60f6,1,true,true
fuzzlang-v1-c0c893e9f86b02f0,err_array_init_incompat_wide_string_into_wchar,3071,c++,replace,1,recipe-d4165882cc14,1,true,true
fuzzlang-v1-d61593279cc26e68,err_array_init_incompat_wide_string_into_wchar,3071,c++,replace,1,recipe-47060076c2fb,1,true,true
fuzzlang-v1-e6fe677fae53bc78,err_array_init_incompat_wide_string_into_wchar,3071,c++,replace,1,recipe-915c95b6f494,1,true,true
fuzzlang-v1-f285f5c5d2aab77c,err_array_init_incompat_wide_string_into_wchar,3071,c++,replace,1,recipe-44eaa3be6977,1,true,true
fuzzlang-v1-0731d5564aa75c2e,err_array_init_narrow_string_into_wchar,3072,c++,replace,1,recipe-d9f3b95b6e15,1,true,true
