diagnostic_name,component,tablegen_message,test_reachable,emission_context_available
err_expected_property_name,Parse,expected property name,false,true
err_expected_punc,Parse,"expected ')' or ',' after '%0'",false,true
err_expected_rparen_after,Parse,expected ')' after '%0',false,true
err_expected_selector_for_method,Parse,expected selector for Objective-C method,true,true
err_expected_semantic_identifier,Parse,expected HLSL Semantic identifier,false,true
err_expected_semi_after_attribute_list,Parse,expected ';' after attribute list,false,true
err_expected_semi_after_method_proto,Parse,expected ';' after method prototype,true,true
err_expected_sequence_or_directive,Parse,expected an OpenMP 'directive' or 'sequence' attribute argument,false,true
err_expected_token_instead_of_objcxx_keyword,Parse,expected %0; %1 is a keyword in Objective-C++,true,true
err_expected_version,Parse,expected a version of the form 'major[.minor[.subminor]]',false,true
err_experimental_clang_interp_failed,AST,the experimental clang interpreter failed to evaluate an expression,false,false
err_explicit_instantiation_ambiguous,Sema,partial ordering for explicit instantiation of %0 is ambiguous,true,true
err_explicit_instantiation_constexpr,Sema,explicit instantiation cannot be 'constexpr',false,true
err_explicit_instantiation_data_member_not_instantiated,Sema,explicit instantiation refers to static data member %q0 that is not an instantiation,false,true
err_explicit_instantiation_dependent,Sema,explicit instantiation has dependent template arguments,false,true
err_explicit_instantiation_in_class,Sema,explicit instantiation of %0 in class scope,false,true
err_explicit_instantiation_internal_linkage,Sema,explicit instantiation declaration of %0 with internal linkage,true,true
err_explicit_instantiation_member_function_not_instantiated,Sema,explicit instantiation refers to member function %q0 that is not an instantiation,false,true
err_explicit_instantiation_must_be_global,Sema,explicit instantiation of %0 must occur at global scope,true,true
err_explicit_instantiation_no_candidate,Sema,no viable candidate for explicit instantiation of %0,true,true
err_explicit_instantiation_of_typedef,Sema,explicit instantiation of typedef %0,false,true
err_explicit_instantiation_out_of_scope,Sema,explicit instantiation of %0 not in a namespace enclosing %1,false,true
err_explicit_instantiation_requires_name,Sema,explicit instantiation declaration requires a name,false,true
err_explicit_instantiation_unqualified_wrong_namespace,Sema,explicit instantiation of %q0 must occur in namespace %1,true,true
err_explicit_object_default_arg,Sema,the explicit object parameter cannot have a default argument,false,true
err_explicit_object_lambda_ambiguous_base,Sema,lambda %0 is inaccessible due to ambiguity:%1,false,true
err_explicit_object_lambda_inaccessible_base,Sema,invalid explicit object parameter type %0 in lambda with capture; the type must derive publicly from the lambda,false,true
err_explicit_object_parameter_constructor,Sema,an explicit object parameter cannot appear in a %select{constructor|destructor}0,false,true
err_explicit_object_parameter_invalid,Sema,an explicit object parameter can only appear as the first parameter of a member function,false,true
err_explicit_object_parameter_must_be_first,Sema,an explicit object parameter can only appear as the first parameter of the %select{function|lambda}0,false,true
err_explicit_object_parameter_mutable,Sema,a lambda with an explicit object parameter cannot be mutable,false,true
err_explicit_object_parameter_pack,Sema,the explicit object parameter cannot be a function parameter pack,false,true
err_export_anon_ns_internal,Sema,anonymous namespaces cannot be exported,false,true
err_export_empty,Parse,export declaration cannot be empty,false,false
err_export_in_private_module_fragment,Sema,export declaration cannot be used in a private module fragment,false,true
err_export_inline_not_defined,Sema,inline function not defined%select{| before the private module fragment}0,false,true
err_export_internal,Sema,declaration of %0 with internal linkage cannot be exported,false,true
err_export_non_namespace_scope_name,Sema,cannot export %0 as it is not at namespace scope,false,true
err_export_not_in_module_interface,Sema,export declaration can only be used within a module interface,true,true
err_export_partition_impl,Sema,module partition implementations cannot be exported,false,true
err_export_using_internal,Sema,using declaration referring to %1 with %select{internal|module|unknown}0 linkage cannot be exported,true,true
err_export_within_anonymous_namespace,Sema,export declaration appears within anonymous namespace,false,true
err_export_within_export,Sema,export declaration appears within another export declaration,false,true
err_expr_not_ice,Sema,expression is not an %select{integer|integral}0 constant expression,true,true
err_expr_not_string_literal,Sema,expression is not a string literal,true,true
err_ext_vector_component_exceeds_length,Sema,vector component access exceeds type %0,true,true
err_ext_vector_component_name_illegal,Sema,illegal vector component name %0,false,true
err_extdefmap_parsing,CrossTU,error parsing index file: '%0' line: %1 '<USR-Length>:<USR> <File-Path>' format expected,false,true
err_extern_c_global_conflict,Sema,declaration of %1 %select{with C language linkage|in global scope}0 conflicts with declaration %select{in global scope|with C language linkage}0,true,true
err_extern_def_in_header_unit,Sema,non-inline external definitions are not permitted in C++ header units,false,true
err_extern_non_extern,Sema,extern declaration of %0 follows non-extern declaration,false,true
err_extract_api_ignores_file_not_found,Frontend,file '%0' specified by '--extract-api-ignores=' not found,false,true
err_failed_to_find_module_file,Serialization,failed to find module file for module '%0',true,true
err_failed_to_open_for_embedding,Frontend,could not open '%0' for embedding,false,true
err_falloff_nonvoid,Sema,non-void %select{function|block|lambda|coroutine}0 does not return a value%select{| in all control paths}1,true,true
err_fe_action_not_available,Frontend,action %0 not compiled in,false,true
err_fe_ast_file_malformed,Serialization,malformed or corrupted precompiled file: '%0',true,true
err_fe_ast_file_modified,Serialization,"file '%0' has been modified since the %select{precompiled header|module file|precompiled file}1 '%2' was built: %select{size|mtime|content}3 changed%select{| (was %5, now %6)}4",true,true
err_fe_backend_error_attr,Frontend,call to '%0' declared with 'error' attribute: %1,false,true
err_fe_backend_frame_larger_than,Frontend,%0,false,false
err_fe_backend_plugin,Frontend,%0,false,false
err_fe_backend_resource_limit,Frontend,%0 (%1) exceeds limit (%2) in '%3',false,true
err_fe_backend_unsupported,Frontend,%0,false,true
err_fe_cir_not_built,Frontend,"clang IR support not available, rebuild clang with -DCLANG_ENABLE_CIR=ON",false,true
err_fe_dependency_file_requires_MT,Frontend,-dependency-file requires at least one -MT or -MQ option,false,true
err_fe_error_backend,Frontend,error in backend: %0,false,true
err_fe_error_opening,Frontend,error opening '%0': %1,false,true
err_fe_error_reading,Frontend,error reading '%0': %1,true,true
err_fe_error_reading_stdin,Frontend,error reading stdin: %0,false,true
err_fe_expected_clang_command,Frontend,expected a clang compiler command,false,true
err_fe_expected_compiler_job,Frontend,"unable to handle compilation, expected exactly one compiler job in '%0'",false,true
err_fe_inline_asm,Frontend,%0,false,true
err_fe_invalid_alignment,Frontend,invalid value '%1' in '%0'; alignment must be a power of 2,false,true
err_fe_invalid_code_complete_file,Frontend,cannot locate code-completion file %0,false,true
err_fe_invalid_exception_model,Frontend,invalid exception model '%select{none|sjlj|seh|dwarf|wasm}0' for target '%1',false,true
err_fe_invalid_multiple_actions,Frontend,'%0' action ignored; '%1' action specified previously,false,true
err_fe_invalid_plugin_name,Frontend,unable to find plugin '%0',false,true
err_fe_invalid_source_date_epoch,Frontend,environment variable 'SOURCE_DATE_EPOCH' ('%0') must be a non-negative decimal integer <= %1,false,true
err_fe_linking_module,Frontend,cannot link module '%0': %1,false,false
err_fe_no_pch_in_dir,Frontend,no suitable precompiled header file found in directory '%0',true,true
err_fe_not_a_pch_file,Serialization,input is not a PCH file: '%0',true,true
err_fe_pch_file_overridden,Serialization,file '%0' from the precompiled header has been overridden,true,true
err_fe_pch_malformed_block,Serialization,malformed block record in PCH file: '%0',false,true
err_fe_remap_missing_to_file,Frontend,could not remap file '%0' to the contents of file '%1',false,true
err_fe_source_mgr,Frontend,%0,false,false
err_fe_unable_to_create_subtarget,Frontend,unable to create subtarget: '%0'%select{ with features '%2'|}1,false,true
err_fe_unable_to_create_target,Frontend,unable to create target: '%0',false,true
err_fe_unable_to_interface_with_target,Frontend,unable to interface with target machine,false,true
err_fe_unable_to_load_ast_file,Frontend,unable to load precompiled file,true,true
err_fe_unable_to_load_basic_block_sections_file,Frontend,unable to load basic block sections function list: '%0',false,true
err_fe_unable_to_load_plugin,Frontend,unable to load plugin '%0': '%1',false,true
err_fe_unable_to_open_output,Frontend,unable to open output file '%0': '%1',false,true
err_fe_unable_to_read_pch_file,Serialization,unable to read PCH file %0: '%1',false,true
err_field_designator_nonfield,Sema,field designator %0 does not refer to a non-static data member,false,true
err_field_designator_unknown_suggest,Sema,field designator %0 does not refer to any field in type %1; did you mean %2?,true,true
err_field_with_address_space,Sema,field may not be qualified with an address space,false,true
err_file_is_not_module,Frontend,file '%0' is not a module file,false,true
err_file_modified,Common,file '%0' modified since it was first processed,false,true
err_file_too_large,Common,file '%0' is too large for Clang to process,false,true
err_filter_expression_integral,Sema,filter expression has non-integral type %0,false,true
err_first_argument_to_cwsc_block_call,Sema,first argument to __builtin_call_with_static_chain must not be a block call,false,true
err_first_argument_to_cwsc_pdtor_call,Sema,first argument to __builtin_call_with_static_chain must not be a pseudo-destructor call,false,true
err_flatten_function_needs_feature,Frontend,"flatten function %0 calls %1 which requires target feature '%2', but the caller is compiled without support for '%2'",false,true
err_flexible_array_arc_retainable,Sema,ARC forbids flexible array members with retainable object type,false,true
err_flexible_array_init_needs_braces,Sema,flexible array requires brace-enclosed initializer,false,true
err_flexible_array_virtual_base,Sema,flexible array member %0 not allowed in %select{struct|interface|union|class|enum}1 which has a virtual base class,false,true
err_fold_expression_limit_exceeded,Sema,instantiating fold expression with %0 arguments exceeded expression nesting limit of %1,true,true
err_for_co_await_not_range_for,Parse,'co_await' modifier can only be applied to range-based for loop,false,true
err_for_range_decl_must_be_var,Sema,for range declaration must declare a variable,false,true
err_for_range_deduction_failure,Sema,cannot use type %0 as a range,false,true
err_for_range_incomplete_type,Sema,cannot use incomplete type %0 as a range,false,true
err_for_range_iter_deduction_failure,Sema,cannot use type %0 as an iterator,false,true
err_format_attribute_result_not,Sema,function does not return %0,true,true
err_format_conversion_argument_type_mismatch,Sema,format specifies type %0 but the argument has %select{type|underlying type}2 %1,false,true
err_format_nonliteral,Sema,format string is not a string literal,false,true
err_forward_superclass,Sema,attempting to use the forward class %0 as superclass of %1,true,true
