diagnostic_name,diagnostic_id,component,portable_injector_count,languages,operations,target_is_catalog_error,strict_diagnostic_covered
err_deleted_override,3680,Sema,8,c++,replace,true,true
err_delimited_escape_empty,1032,Lex,1,c++,append,true,true
err_delimited_escape_invalid,1033,Lex,1,c++,append,true,true
err_delimited_escape_missing_brace,1034,Lex,1,c++,append,true,true
err_dependent_function_template_spec_no_match,3682,Sema,2,c++,append;replace,true,true
err_designated_init_for_non_aggregate,3689,Sema,9,c;c++,append;replace,true,true
err_designator_into_flexible_array_member,3691,Sema,20,c++,replace,true,true
err_destructor_cannot_be,3694,Sema,4,c++,insert,true,true
err_destructor_expr_nontype,,Sema,6,c++,insert,true,true
err_destructor_expr_type_mismatch,3697,Sema,1,c++,append,true,true
err_destructor_name_nontype,,Sema,9,c++,insert,true,true
err_destructor_not_member,3700,Sema,8,c++,replace,true,true
err_destructor_redeclared,3701,Sema,4,c++,insert,true,true
err_destructor_return_type,3702,Sema,8,c++,replace,true,true
err_destructor_template,3703,Sema,13,c++,insert;replace,true,true
err_destructor_template_id,,Parse,1,c++,replace,true,true
err_destructor_tilde_identifier,1591,Parse,4,c++,replace,true,true
err_destructor_tilde_scope,1592,Parse,1,c++,replace,true,true
err_destructor_variadic,3704,Sema,4,c++,replace,true,true
err_destructor_with_params,3705,Sema,4,c++,replace,true,true
err_diagnose_if_unknown_warning,3711,Sema,1,c++,append,true,true
err_different_pass_object_size_params,3714,Sema,1,c++,append,true,true
err_different_return_type_for_overriding_virtual_function,3715,Sema,8,c++,insert,true,true
err_digit_separator_not_between_digits,1037,Lex,8,c++,replace,true,true
err_distant_exception_spec,3719,Sema,2,c++,append,true,true
err_downcast_from_inaccessible_base,3720,Sema,8,c++,replace,true,true
err_drv_argument_not_allowed_with,,Driver,1,c++,append,true,false
err_drv_argument_only_allowed_with,,Driver,3,c++,append,true,false
err_drv_force_crash,,Driver,1,c++,append,true,false
err_drv_no_such_file,,Driver,7,c++,append,true,false
err_drv_print_header_env_var_combination,,Driver,3,c++,append,true,false
err_drv_print_header_env_var_invalid_format,,Driver,2,c++,append,true,false
err_dtor_expr_without_call,3721,Sema,6,c++,replace,true,true
err_dup_virtual,1593,Parse,4,c++,replace,true,true
err_duplicate_base_class,3725,Sema,8,c++,insert,true,true
err_duplicate_case,3726,Sema,7,c++,replace,true,true
err_duplicate_case_differing_expr,,Sema,3,c++,insert,true,true
err_duplicate_class_def,,Sema,1,c++,append,true,false
err_duplicate_class_virt_specifier,1594,Parse,2,c++,append;replace,true,true
err_duplicate_default_assoc,1595,Parse,4,c;c++,replace,true,true
err_duplicate_member,3731,Sema,8,c++,insert,true,true
err_duplicate_method_decl,,Sema,1,c++,append,true,false
err_duplicate_virt_specifier,1596,Parse,2,c++,insert;replace,true,true
err_dynamic_and_noexcept_specification,1597,Parse,4,c++,replace,true,true
err_ellipsis_first_param,3739,Sema,3,c;c++,append,true,true
err_ellipsis_in_declarator_not_parameter,3740,Sema,1,c++,insert,true,true
err_empty_enum,1598,Parse,3,c,replace,true,true
err_empty_requires_expr,1599,Parse,3,c++,append;insert,true,true
err_empty_scalar_initializer,,Sema,3,c++,append,true,false
err_enum_invalid_underlying,3743,Sema,1,c++,insert,true,true
err_enum_redeclare_scoped_mismatch,3746,Sema,4,c++,insert,true,true
err_enum_redeclare_type_mismatch,3747,Sema,4,c++,replace,true,true
err_enum_template,13,Common,2,c++,insert,true,true
err_enumerator_does_not_exist,,Sema,3,c++,append,true,false
err_enumerator_list_missing_comma,1600,Parse,9,c;c++,replace,true,true
err_enumerator_unnamed_no_def,1601,Parse,6,c++,delete;insert;replace,true,true
err_enumerator_wrapped,,Sema,1,c++,append,true,false
err_escape_too_large,1039,Lex,8,c++,insert,true,true
err_except_spec_unparsed,,Parse,6,c++,insert;replace,true,false
err_exception_spec_cycle,,Sema,1,c++,append,true,false
err_exception_spec_in_typedef,3753,Sema,2,c++,append,true,true
err_exceptions_disabled,3756,Sema,5,c++,append;replace,true,true
err_excess_initializers,3757,Sema,7,c++,append;insert;replace,true,true
err_excess_initializers_in_char_array_initializer,3759,Sema,1,c++,insert,true,true
err_expected,14,Common,12,c;c++,append;delete;insert;replace,true,true
err_expected_after,15,Common,4,c;c++,append;replace,true,true
err_expected_allocator_clause,,Sema,2,c++,append,true,false
err_expected_begin_declare_variant,,Parse,1,c++,insert,true,false
err_expected_callable_argument,3762,Sema,1,c++,replace,true,false
err_expected_capture,1605,Parse,4,c++,replace,true,true
err_expected_case_before_expression,1606,Parse,2,c++,insert;replace,true,true
err_expected_catch,1607,Parse,4,c++,insert,true,true
err_expected_class_name,1608,Parse,5,c++,replace,true,true
err_expected_class_name_not_template,1609,Parse,4,c++,insert,true,true
err_expected_class_or_namespace,3763,Sema,9,c++,append;replace,true,true
err_expected_comma_greater,1611,Parse,8,c++,insert,true,true
err_expected_comma_or_rsquare,1612,Parse,8,c++,replace,true,true
err_expected_either,17,Common,4,c,append;insert;replace,true,true
err_expected_end_of_enumerator,1614,Parse,1,c,insert,true,true
err_expected_equal_designator,1615,Parse,8,c++,insert,true,true
err_expected_expression,1616,Parse,10,c;c++,append;insert;replace,true,true
err_expected_external_declaration,1617,Parse,4,c;c++,append;insert,true,true
err_expected_field_designator,1618,Parse,4,c++,replace,true,true
err_expected_fn_body,1619,Parse,7,c;c++,append;insert,true,true
err_expected_fold_operator,,Parse,1,c++,insert,true,false
err_expected_id_building_module,,Lex,10,c++,replace,true,true
err_expected_init_in_condition,1621,Parse,4,c++,replace,true,true
err_expected_init_in_condition_lparen,1622,Parse,1,c++,insert,true,true
err_expected_lambda_body,1623,Parse,8,c++,replace,true,true
err_expected_lbrace_after_base_specifiers,1624,Parse,1,c++,replace,true,true
err_expected_less_after,1626,Parse,3,c++,delete;replace,true,true
err_expected_lparen_after,1627,Parse,4,c;c++,append;insert;replace,true,true
err_expected_lparen_after_type,1628,Parse,3,c++,append;insert;replace,true,true
err_expected_member_name_or_semi,1629,Parse,4,c;c++,append;replace,true,true
err_expected_member_or_base_name,1631,Parse,2,c++,append;replace,true,true
err_expected_method_body,,Parse,1,c++,append,true,false
err_expected_name_of_pack,3765,Sema,2,c++,replace,true,true
err_expected_namespace_name,18,Common,1,c++,replace,true,true
err_expected_parameter_pack,,Parse,7,c++,insert,true,true
err_expected_parentheses_around_typename,1636,Parse,1,c++,insert,true,true
err_expected_qualified_after_typename,1639,Parse,7,c++,insert;replace,true,true
err_expected_rparen_after,,Parse,1,c++,delete,true,false
err_expected_semi_after_attribute_list,,Parse,1,c++,delete,true,false
err_expected_semi_after_expr,1644,Parse,2,c;c++,replace,true,true
err_expected_semi_after_namespace_name,1646,Parse,2,c++,delete;insert,true,true
err_expected_semi_after_static_assert,1647,Parse,8,c++,replace,true,true
err_expected_semi_after_stmt,1648,Parse,2,c++,delete;replace,true,true
err_expected_semi_decl_list,1649,Parse,8,c;c++,append;insert;replace,true,true
err_expected_semi_declaration,1650,Parse,8,c;c++,delete;insert;replace,true,true
err_expected_semi_for,1651,Parse,6,c;c++,delete;replace,true,true
err_expected_semi_requirement,1652,Parse,2,c++,replace,true,true
err_expected_star_this_capture,1654,Parse,8,c++,insert,true,true
err_expected_statement,1655,Parse,5,c++,replace,true,true
err_expected_string_literal,19,Common,5,c;c++,append;insert;replace,true,true
err_expected_struct_pointer_argument,3766,Sema,1,c++,replace,true,true
err_expected_template,1656,Parse,1,c++,append,true,true
err_expected_template_parameter,1657,Parse,1,c++,replace,true,true
err_expected_type,1659,Parse,4,c++,append;insert;replace,true,true
err_expected_type_name_after_typename,1660,Parse,1,c++,insert,true,true
err_expected_unqualified_id,1661,Parse,10,c;c++,append;delete;insert;replace,true,true
err_expected_while,1663,Parse,1,c++,replace,true,true
err_explicit_instantiation_ambiguous,,Sema,5,c++,append,true,false
err_explicit_instantiation_declaration_after_definition,3770,Sema,5,c++,insert,true,true
err_explicit_instantiation_duplicate,3772,Sema,9,c++,append;replace,true,true
err_explicit_instantiation_enum,1664,Parse,2,c++,replace,true,true
err_explicit_instantiation_inline,3774,Sema,1,c++,insert,true,true
err_explicit_instantiation_nontemplate_type,3779,Sema,4,c++,replace,true,true
err_explicit_instantiation_not_known,3780,Sema,1,c++,insert,true,true
err_explicit_instantiation_storage_class,3784,Sema,1,c++,append,true,true
err_explicit_instantiation_undefined_func_template,3785,Sema,1,c++,insert,true,true
err_explicit_instantiation_undefined_member,3786,Sema,4,c++,replace,true,true
err_explicit_instantiation_undefined_var_template,3787,Sema,12,c++,insert,true,true
err_explicit_instantiation_unqualified_wrong_namespace,,Sema,1,c++,append,true,false
err_explicit_instantiation_with_definition,1665,Parse,4,c++,append;insert;replace,true,true
err_explicit_instantiation_without_template_id,3789,Sema,1,c++,append,true,true
err_explicit_non_ctor_or_conv_function,3790,Sema,2,c++,append,true,true
err_explicit_non_function,,Sema,5,c++,insert,true,true
err_explicit_object_parameter_nonmember,3799,Sema,1,c++,append,true,true
err_explicit_out_of_class,3801,Sema,4,c++,insert,true,true
err_explicit_spec_non_template,1666,Parse,3,c++,append;insert,true,true
err_exponent_has_no_digits,1041,Lex,8,c++,replace,true,true
err_expr_not_cce,3812,Sema,1,c++,insert,true,true
err_expr_not_ice,,Sema,1,c++,append,true,false
err_external_source_symbol_duplicate_clause,1668,Parse,8,c++,replace,true,true
err_external_source_symbol_expected_keyword,1669,Parse,12,c++,insert,true,true
err_extraneous_closing_brace,1670,Parse,3,c;c++,insert;replace,true,true
err_extraneous_rparen_in_condition,1671,Parse,4,c++,replace,true,true
err_extraneous_token_before_semi,1672,Parse,5,c;c++,insert;replace,true,true
err_falloff_nonvoid,,Sema,3,c++,append,true,false
err_fallthrough_attr_invalid_placement,3821,Sema,5,c++,insert;replace,true,true
err_fallthrough_attr_outside_switch,3822,Sema,5,c++,insert,true,true
err_fallthrough_attr_wrong_target,3823,Sema,1,c++,delete,true,true
err_fe_ast_file_modified,,Serialization,1,c++,append,true,false
err_fe_error_reading,,Frontend,7,c++,append,true,false
err_feature_check_malformed,1042,Lex,1,c++,insert,true,true
err_field_declared_as_function,3824,Sema,1,c,replace,true,true
err_field_designator_non_aggr,3825,Sema,4,c++,replace,true,true
err_field_designator_unknown,3827,Sema,4,c++,replace,true,true
err_field_incomplete_or_sizeless,3829,Sema,6,c;c++,insert;replace,true,true
err_field_instantiates_to_function,3830,Sema,8,c++,insert,true,true
err_final_function_overridden,3833,Sema,8,c++,insert,true,true
err_first_argument_to_cwsc_builtin_call,3835,Sema,4,c++,replace,true,true
err_first_argument_to_cwsc_not_call,3836,Sema,2,c++,append;replace,true,true
err_first_argument_to_va_arg_not_of_type_va_list,3838,Sema,4,c++,replace,true,true
err_flexible_array_has_nontrivial_dtor,3840,Sema,8,c++,insert,true,true
err_flexible_array_init,3841,Sema,4,c++,replace,true,true
err_flexible_array_not_at_end,3843,Sema,8,c++,replace,true,true
err_fold_expression_bad_operand,3845,Sema,1,c++,replace,true,true
err_fold_expression_empty,3846,Sema,1,c++,replace,true,true
err_fold_expression_limit_exceeded,,Sema,3,c++,append,true,false
err_fold_expression_packs_both_sides,3848,Sema,8,c++,replace,true,true
err_fold_operator_mismatch,1673,Parse,1,c++,insert,true,true
err_for_range_dereference,,Sema,6,c++,append;insert,true,true
err_for_range_expected_decl,1675,Parse,8,c++,replace,true,true
err_for_range_identifier,1676,Parse,8,c++,insert,true,true
err_for_range_invalid,3853,Sema,1,c++,insert,true,true
err_for_range_storage_class,3855,Sema,4,c++,replace,true,true
err_format_attribute_implicit_this_format_string,3856,Sema,1,c++,append,true,true
err_format_attribute_not,3857,Sema,1,c++,append,true,true
err_format_attribute_result_not,,Sema,2,c++,append,true,false
err_format_strftime_third_parameter,3861,Sema,1,c++,append,true,true
err_forward_ref_enum,3862,Sema,5,c++,insert,true,true
err_found_in_dependent_base,,Sema,6,c++,append,true,false
err_friend_concept,1677,Parse,3,c++,append;replace,true,true
err_friend_decl_defines_type,1678,Parse,8,c++,replace,true,true
err_friend_decl_spec,22,Common,1,c++,append,true,true
err_friend_decl_with_enclosing_temp_constraint_must_be_def,3869,Sema,1,c++,append,true,true
err_friend_invalid_in_context,1680,Parse,10,c++,insert,true,true
err_friend_is_member,,Sema,1,c++,append,true,false
err_friend_not_first_in_declaration,3872,Sema,1,c++,append,true,true
err_friend_template_decl_multiple_specifiers,3874,Sema,2,c++,append,true,true
err_func_def_incomplete_result,3875,Sema,2,c;c++,replace,true,true
err_func_def_no_params,,Parse,7,c++,append;delete,true,false
err_func_returning_array_function,3876,Sema,2,c++,append;replace,true,true
err_func_with_effects_no_prototype,3878,Sema,3,c;c++,append,true,true
err_function_decl_cmse_ns_call,,Sema,4,c++,append,true,false
err_function_declared_typedef,1682,Parse,4,c++,insert,true,true
err_function_definition_not_allowed,1683,Parse,8,c++,insert,true,true
err_function_is_not_record,1684,Parse,2,c++,insert,true,true
err_function_marked_override_not_overriding,3881,Sema,3,c++,append;insert,true,false
err_function_member_spec_ambiguous,,Sema,3,c++,append,true,false
err_function_parameter_pack_without_parameter_packs,3883,Sema,1,c++,replace,true,true
err_function_start_invalid_type,3884,Sema,4,c;c++,replace,true,true
err_function_template_partial_spec,3885,Sema,2,c++,insert;replace,true,true
err_function_template_spec_ambiguous,3886,Sema,1,c++,replace,true,true
err_function_template_spec_no_match,3887,Sema,3,c++,append;insert;replace,true,true
err_generic_sel_no_match,3890,Sema,1,c++,append,true,true
err_get_vtable_pointer_incorrect_type,3891,Sema,5,c++,replace,true,true
err_get_vtable_pointer_requires_complete_type,3892,Sema,5,c++,insert;replace,true,true
err_getter_not_found,,Sema,4,c++,append,true,false
err_global_asm_qualifier_ignored,1687,Parse,8,c++,insert,true,true
err_goto_into_protected_scope,3895,Sema,4,c++,insert,true,true
err_hex_constant_requires,1045,Lex,1,c++,append,true,true
err_hex_escape_no_digits,1046,Lex,3,c++,insert;replace,true,true
err_ice_ambiguous_conversion,,Sema,2,c++,append,true,false
err_ice_explicit_conversion,,Sema,5,c++,replace,true,false
err_ice_incomplete_type,,Sema,4,c++,replace,true,true
err_id_after_template_in_nested_name_spec,,Parse,1,c++,insert,true,false
err_ident_list_in_fn_declaration,3961,Sema,3,c;c++,append,true,true
err_illegal_decl_array_of_functions,3963,Sema,2,c,insert;replace,true,true
err_illegal_decl_array_of_references,3964,Sema,5,c++,replace,true,true
err_illegal_decl_mempointer_in_nonclass,3965,Sema,1,c++,replace,true,true
err_illegal_decl_mempointer_to_reference,3966,Sema,1,c++,insert,true,true
err_illegal_decl_mempointer_to_void,3967,Sema,1,c++,replace,true,true
err_illegal_decl_pointer_to_reference,3968,Sema,1,c++,insert,true,true
err_illegal_decl_reference_to_reference,1702,Parse,21,c++,append;replace,true,true
err_illegal_initializer,3969,Sema,1,c++,insert,true,true
err_illegal_initializer_type,3970,Sema,1,c++,append,true,true
err_illegal_union_or_anon_struct_member,,Sema,3,c++,append,true,false
err_imaginary_not_supported,3974,Sema,8,c++,replace,true,true
err_impcast_complex_scalar,,Sema,1,c++,append,true,false
err_implicit_empty_initializer,,Sema,2,c++,append,true,false
err_implicit_instantiate_member_undefined,3980,Sema,1,c++,append,true,true
err_implied_std_initializer_list_not_found,,Sema,1,c++,append,true,false
err_in_class_initializer_literal_type,3987,Sema,1,c++,delete,true,false
err_in_class_initializer_non_const,3988,Sema,1,c++,append,true,true
err_in_class_initializer_non_constant,3989,Sema,1,c++,append,true,true
err_in_class_initializer_volatile,3990,Sema,8,c++,replace,true,true
err_incompatible_exception_specs,,Sema,2,c++,append,true,false
err_incompatible_replacement_type,,Sema,4,c++,append,true,false
err_incomplete_array_member_init,1706,Parse,8,c++,replace,true,true
err_incomplete_base_class,3995,Sema,4,c++,replace,true,true
err_incomplete_in_exception_spec,3997,Sema,3,c++,append,true,true
err_incomplete_member_access,3998,Sema,1,c++,insert,true,true
err_incomplete_nested_name_spec,3999,Sema,3,c++,append,true,true
err_incomplete_object_call,4000,Sema,4,c++,insert,true,true
err_incomplete_typeid,,Sema,2,c++,append,true,false
err_incorrect_defaulted_constexpr,,Sema,2,c++,append,true,false
err_incorrect_number_of_vector_initializers,,Sema,4,c++,append,true,false
err_increment_decrement_enum,4013,Sema,4,c++,replace,true,true
err_indirect_goto_without_addrlabel,4015,Sema,3,c++,insert,true,true
err_init_capture_multiple_expressions,4018,Sema,1,c++,insert,true,true
err_init_conversion_failed,4021,Sema,6,c++,append;replace,true,true
err_init_element_not_constant,4022,Sema,1,c,append,true,true
err_init_incomplete_type,,Sema,5,c++,append;insert,true,false
err_init_list_bad_dest_type,,Sema,6,c++,append,true,false
err_init_list_bin_op,1707,Parse,3,c++,insert;replace,true,true
err_init_priority_object_attr,4029,Sema,8,c++,replace,true,true
err_init_reference_member_uninitialized,4030,Sema,1,c++,replace,true,true
err_initializer_string_for_char_array_too_long,4032,Sema,8,c++,replace,true,true
err_inline_decl_follows_def,4033,Sema,8,c++,replace,true,true
err_inline_declaration_block_scope,4034,Sema,1,c++,insert,true,true
err_inline_main,4035,Sema,8,c++,replace,true,true
err_inline_namespace_alias,1709,Parse,16,c++,insert;replace,true,true
err_inline_namespace_mismatch,4036,Sema,1,c++,insert,true,true
err_inline_namespace_std,4037,Sema,8,c++,replace,true,true
err_inline_nested_namespace_definition,1710,Parse,1,c++,insert,true,true
err_inline_non_function,4038,Sema,1,c++,replace,true,true
err_integer_literal_too_large,23,Common,1,c,append,true,true
err_introducing_special_friend,4043,Sema,4,c++,replace,true,true
err_invalid_asm_value_for_constraint,4045,Sema,1,c++,append,true,true
err_invalid_branch_protection_spec,,Sema,3,c++,append,true,false
err_invalid_char_raw_delim,1048,Lex,1,c++,append,true,true
err_invalid_collection_element,,Sema,2,c++,append,true,false
err_invalid_consteval_call,,Sema,6,c++,append,true,false
err_invalid_consteval_take_address,4055,Sema,1,c++,append,true,true
err_invalid_constexpr,4056,Sema,8,c++,replace,true,true
err_invalid_constexpr_member,4057,Sema,16,c++,insert,true,true
err_invalid_conversion_between_matrixes,,Sema,5,c++,append,true,false
err_invalid_conversion_between_vector_and_integer,4062,Sema,4,c;c++,append,true,true
err_invalid_conversion_between_vectors,4064,Sema,4,c;c++,append,true,true
err_invalid_cpu_is,4065,Sema,1,c++,append,true,true
err_invalid_cpu_specific_dispatch_value,4066,Sema,1,c++,append,true,true
err_invalid_decl_spec_combination,4069,Sema,4,c++,replace,true,true
err_invalid_decl_specifier_in_nontype_parm,4070,Sema,4,c++,replace,true,true
err_invalid_declarator_scope,4074,Sema,1,c++,append,true,true
err_invalid_digit,1050,Lex,2,c++,insert,true,true
err_invalid_form_pointer_member_function,4077,Sema,5,c++,replace,true,true
err_invalid_incomplete_type_use,4079,Sema,2,c++,append;replace,true,true
err_invalid_member_use_in_method,4081,Sema,1,c++,replace,true,true
err_invalid_newline_raw_delim,1051,Lex,1,c++,append,true,true
err_invalid_non_static_member_use,4084,Sema,1,c++,replace,true,true
err_invalid_operator_on_type,1712,Parse,2,c++,append;replace,true,true
err_invalid_qualified_destructor,4091,Sema,4,c++,replace,true,true
err_invalid_qualified_function_type,4092,Sema,1,c++,replace,true,true
err_invalid_reference_qualifier_application,1713,Parse,8,c++,replace,true,true
err_invalid_sign_spec,4096,Sema,8,c++,replace,true,true
err_invalid_storage_class_in_func_decl,28,Common,1,c,insert,true,true
err_invalid_suffix_constant,1052,Lex,3,c++,append;insert,true,true
err_invalid_this_use,4098,Sema,8,c++,insert,true,true
err_invalid_thread,4099,Sema,4,c++,replace,true,true
err_invalid_token_after_declarator_suggest_equal,1714,Parse,4,c++,insert,true,true
err_invalid_token_after_toplevel_declarator,1715,Parse,7,c;c++,append;delete;replace,true,true
err_invalid_ucn_name,1053,Lex,1,c++,append,true,true
err_invalid_use_of_array_type,4101,Sema,1,c++,append,true,true
err_invalid_use_of_function_type,4102,Sema,1,c++,replace,true,true
err_invalid_utf8,,Lex,3,c++,append,true,false
err_invalid_var_template_spec_type,4103,Sema,1,c++,append,true,true
err_invalid_vector_bool_int128_decl_spec,,Sema,1,c++,append,true,false
err_invalid_vector_complex_decl_spec,,Sema,1,c++,append,true,false
err_invalid_vector_int128_decl_spec,,Sema,1,c++,append,true,false
err_invalid_vector_long_decl_spec,,Sema,4,c++,append,true,false
err_invalid_vector_long_double_decl_spec,,Sema,1,c++,append,true,false
err_invalid_width_spec,4114,Sema,1,c++,replace,true,true
err_jump_out_of_defer_stmt,,Sema,1,c++,append,true,false
err_keyword_as_parameter,1716,Parse,4,c++,replace,true,true
err_keyword_misplaced,,Parse,4,c++,insert;replace,true,false
err_keyword_not_allowed,,Parse,3,c++,insert,true,false
err_keyword_not_supported_on_target,,Common,2,c++,append,true,false
err_l_square_l_square_not_attribute,1721,Parse,5,c;c++,append;replace,true,true
err_lambda_after_delete,1722,Parse,1,c++,insert,true,true
err_lambda_capture_flexarray_type,4126,Sema,16,c++,insert;replace,true,true
err_lambda_capture_misplaced_ellipsis,1723,Parse,2,c++,replace,true,true
err_lambda_decl_ref_not_modifiable_lvalue,4127,Sema,4,c++,replace,true,true
err_lambda_decl_specifier_repeated,1725,Parse,8,c++,insert,true,true
err_lambda_impcap,4129,Sema,4,c++,delete,true,true
err_lambda_in_constant_expression,,Sema,2,c++,append,true,false
err_lambda_in_invalid_context,4131,Sema,4,c++,replace,true,true
err_lambda_return_init_list,4133,Sema,5,c++,replace,true,true
err_lambda_template_parameter_list_empty,1726,Parse,16,c++,replace,true,true
err_lambda_unevaluated_operand,4134,Sema,5,c++,replace,true,true
err_late_asm_label_name,4136,Sema,1,c++,append,true,true
err_lifetimebound_ctor_dtor,4137,Sema,1,c++,replace,true,false
err_lifetimebound_parameter_void_return_type,4140,Sema,8,c++,replace,true,true
err_list_init_in_parens,4141,Sema,1,c++,replace,true,true
err_literal_operator_bad_param_count,4142,Sema,8,c++,replace,true,true
err_literal_operator_default_argument,4143,Sema,1,c++,replace,true,true
err_literal_operator_extern_c,4144,Sema,8,c++,replace,true,true
err_literal_operator_outside_namespace,4147,Sema,8,c++,replace,true,true
err_literal_operator_param,4148,Sema,8,c++,replace,true,true
err_literal_operator_string_not_empty,1727,Parse,2,c++,insert;replace,true,true
err_literal_operator_template,4149,Sema,4,c++,replace,true,true
err_literal_operator_template_with_params,4150,Sema,8,c++,replace,true,true
err_loader_uninitialized_cant_init,4151,Sema,4,c++,replace,true,true
err_loader_uninitialized_extern_decl,4152,Sema,4,c++,replace,true,true
err_lvalue_reference_bind_to_initlist,4157,Sema,1,c++,append,true,true
err_lvalue_reference_bind_to_temporary,4158,Sema,8,c++,replace,true,true
err_lvalue_reference_bind_to_unrelated,4159,Sema,9,c++,append;replace,true,true
err_lvalue_to_rvalue_ref,4160,Sema,8,c++,replace,true,true
err_main_arg_wrong,4162,Sema,1,c++,replace,true,true
err_main_returns_nonint,4164,Sema,1,c++,replace,true,true
err_mainlike_template_decl,4166,Sema,1,c++,append,true,true
err_malformed_std_class_template,,Sema,1,c++,append,true,false
err_matrix_incomplete_index,,Sema,2,c++,append,true,false
err_mem_init_not_member_or_class,4177,Sema,4,c++,insert,true,true
err_mem_init_not_member_or_class_suggest,4178,Sema,4,c++,replace,true,true
err_member_call_without_object,4179,Sema,1,c++,replace,true,true
err_member_decl_does_not_match,4180,Sema,1,c++,replace,true,true
err_member_def_does_not_match_ret_type,4182,Sema,5,c++,append;replace,true,true
err_member_def_undefined_record,,Sema,4,c++,append,true,false
err_member_extra_qualification,4184,Sema,1,c++,append,true,true
err_member_function_call_bad_cvr,4185,Sema,1,c++,replace,true,true
err_member_function_call_bad_ref,4186,Sema,20,c++,replace,true,true
err_member_function_initialization,4188,Sema,2,c++,append,true,true
err_member_name_of_class,4189,Sema,1,c++,replace,true,true
err_member_not_yet_instantiated,,Sema,7,c++,append,true,false
err_member_qualification,4191,Sema,2,c++,append;replace,true,true
err_member_redeclared,4192,Sema,1,c++,replace,true,true
err_member_redeclared_in_instantiation,4193,Sema,1,c++,insert,true,true
err_member_reference_needs_call,4194,Sema,1,c++,append,true,true
err_member_with_template_arguments,4195,Sema,1,c++,insert,true,true
err_memptr_incomplete,,Sema,2,c++,append,true,false
err_memtag_arg_must_be_pointer,,Sema,1,c++,append,true,false
err_messaging_class_with_direct_method,,Sema,2,c++,append,true,false
err_messaging_super_with_direct_method,,Sema,1,c++,append,true,false
err_mismatched_code_seg_base,4210,Sema,2,c++,append,true,true
err_mismatched_exception_spec,,Sema,9,c++,insert,true,true
err_mismatched_uuid,4216,Sema,1,c++,append,true,true
err_mismatched_visibility,4217,Sema,8,c++,replace,true,true
err_mismatching_type_aware_cleanup_deallocator,,Sema,2,c++,append,true,false
err_misplaced_ellipsis_in_declaration,,Parse,1,c++,insert,true,true
err_missing_catch_finally,,Parse,4,c++,insert,true,false
err_missing_comma_before_ellipsis,1732,Parse,1,c,replace,true,true
err_missing_default_ctor,4224,Sema,1,c++,append,true,true
err_missing_dependent_template_keyword,1733,Parse,1,c++,insert,true,true
err_missing_end_of_definition,,Parse,1,c++,delete,true,false
err_missing_method_context,,Sema,1,c++,append,true,false
err_missing_open_square_message_send,,Sema,2,c++,append,true,false
err_missing_param,1735,Parse,3,c;c++,insert;replace,true,true
err_missing_type_specifier,4231,Sema,5,c++,append;replace,true,true
err_missing_whitespace_digraph,,Parse,2,c++,append,true,false
err_mode_wrong_type,4234,Sema,1,c++,append,true,true
err_module_decl_not_at_start,4239,Sema,1,c++,append,true,true
err_module_private_local,,Sema,4,c++,insert,true,true
err_ms___leave_not_in___try,,Sema,2,c++,append,true,false
err_ms_attributes_not_enabled,1741,Parse,10,c;c++,append;insert,true,true
err_ms_va_start_used_in_sysv_function,4259,Sema,1,c++,append,true,true
err_msasm_unsupported_arch,,Parse,3,c++,append,true,false
err_multichar_character_literal,1098,Lex,8,c++,replace,true,true
err_multiple_default_labels_defined,4263,Sema,4,c++,replace,true,true
err_multiple_mem_initialization,4265,Sema,1,c++,insert,true,true
err_multiple_mem_union_initialization,4266,Sema,1,c++,append,true,true
err_multiple_template_declarators,1754,Parse,8,c++,insert,true,true
err_multiversion_diff,,Sema,2,c++,append,true,false
err_multiversion_noproto,,Sema,2,c++,append,true,false
err_multiversion_not_allowed_on_main,4273,Sema,1,c++,append,true,true
err_multiversion_not_supported,,Sema,2,c++,append,true,false
err_musttail_needs_prototype,4282,Sema,4,c;c++,append,true,true
err_musttail_no_return,,Sema,2,c++,append,true,false
err_mutable_nonmember,4290,Sema,4,c++,insert,true,true
err_mutable_reference,4291,Sema,4,c++,insert,true,true
err_namespace_nonnamespace_scope,1755,Parse,8,c++,insert,true,true
err_need_header_before_typeid,,Sema,2,c++,append,true,true
err_nested_name_member_ref_lookup_ambiguous,,Sema,4,c++,append,true,false
err_nested_name_spec_non_tag,4296,Sema,1,c++,replace,true,true
err_nested_non_static_member_use,4297,Sema,8,c++,insert,true,true
err_nested_redefinition,4299,Sema,2,c;c++,append,true,true
err_new_array_init_args,4301,Sema,1,c++,replace,true,true
err_new_array_of_auto,,Sema,3,c++,replace,true,true
err_no_declarators,4308,Sema,1,c++,append,true,true
err_no_matching_local_friend,4311,Sema,8,c++,replace,true,true
err_no_member,4313,Sema,7,c;c++,append;delete;insert;replace,true,true
err_no_member_suggest,4315,Sema,2,c++,append;replace,true,true
err_no_member_template,4316,Sema,2,c++,append;insert,true,true
err_no_member_template_suggest,4317,Sema,1,c++,replace,true,true
err_no_submodule,,Frontend,2,c++,append,true,false
err_no_template,4322,Sema,3,c++,append;insert;replace,true,true
err_no_template_suggest,4323,Sema,1,c++,replace,true,true
err_no_typeid_with_fno_rtti,,Sema,3,c++,replace,true,true
err_no_viable_destructor,,Sema,4,c++,append,true,false
err_non_asm_stmt_in_naked_function,4328,Sema,1,c++,insert,true,true
