diagnostic_name,diagnostic_id,component,portable_injector_count,languages,operations,target_is_catalog_error,strict_diagnostic_covered
err_unexpected_scope_on_base_decltype,1921,Parse,8,c++,replace,true,true
err_unexpected_semi,1922,Parse,2,c;c++,insert,true,true
err_unexpected_template_after_using,1923,Parse,4,c++,insert,true,true
err_unexpected_template_in_destructor_name,1924,Parse,3,c++,append;insert,true,true
err_unexpected_template_in_unqualified_id,1925,Parse,1,c++,insert,true,true
err_unexpected_token_in_nested_name_spec,1926,Parse,1,c++,insert,true,true
err_unexpected_typedef,5418,Sema,2,c;c++,append;replace,true,true
err_unexpected_unqualified_id,1928,Parse,1,c++,insert,true,true
err_unimplemented_conversion_with_fixed_point_type,,Common,3,c++,append,true,false
err_uninitialized_member_for_assign,,Sema,2,c++,append,true,false
err_uninitialized_member_in_ctor,5420,Sema,8,c++,replace,true,true
err_union_as_base_class,5421,Sema,1,c++,insert,true,true
err_union_member_of_reference_type,5422,Sema,5,c++,insert;replace,true,true
err_unknown_nested_typename_suggest,5428,Sema,4,c++,replace,true,true
err_unknown_template_name,,Parse,3,c++,append,true,false
err_unknown_typename,5431,Sema,10,c;c++,append;insert;replace,true,true
err_unknown_typename_suggest,5432,Sema,6,c;c++,append;replace,true,true
err_unqualified_pointer_member_function,5433,Sema,8,c++,insert,true,true
err_unspecified_size_with_static,1931,Parse,1,c++,replace,true,true
err_unsupported_string_concat,1198,Lex,1,c++,append,true,true
err_unterm_macro_invoc,1199,Lex,1,c++,delete,true,true
err_unterminated_block_comment,1201,Lex,1,c++,insert,true,true
err_unterminated_raw_string,1202,Lex,1,c++,insert,true,true
err_upcast_to_inaccessible_base,5439,Sema,1,c++,replace,true,true
err_use_continuation_class,,Sema,1,c++,append,true,false
err_use_continuation_class_redeclaration_readwrite,,Sema,1,c++,append,true,false
err_use_of_empty_using_if_exists,,Sema,1,c++,append,true,false
err_use_of_tag_name_without_tag,84,Common,3,c,replace,true,true
err_use_with_wrong_tag,5445,Sema,2,c;c++,replace,true,true
err_user_defined_msg_invalid,5447,Sema,1,c++,replace,true,true
err_using_decl_can_not_refer_to_class_member,5450,Sema,8,c++,replace,true,true
err_using_decl_constructor_not_in_direct_base,5455,Sema,8,c++,replace,true,true
err_using_decl_destructor,5456,Sema,7,c++,replace,true,true
err_using_decl_nested_name_specifier_is_current_class,5458,Sema,1,c++,append,true,true
err_using_decl_nested_name_specifier_is_not_base_class,5459,Sema,8,c++,insert,true,true
err_using_decl_nested_name_specifier_is_not_class,,Sema,5,c++,append,true,false
err_using_decl_template_id,5463,Sema,1,c++,append,true,true
err_using_dependent_value_is_type,,Sema,2,c++,append,true,false
err_using_directive_suggest,5466,Sema,8,c++,replace,true,true
err_using_enum_expect_identifier,1935,Parse,12,c++,replace,true,true
err_using_enum_is_dependent,5468,Sema,1,c++,replace,true,true
err_using_namespace_in_class,1936,Parse,5,c++,insert,true,true
err_using_placeholder_variable,5472,Sema,1,c++,insert,true,true
err_using_requires_qualname,5473,Sema,1,c++,replace,true,true
err_va_start_outside_function,5480,Sema,1,c++,append,true,true
err_vaopt_paste_at_start,1204,Lex,5,c++,append;replace,true,true
err_var_spec_no_template,5484,Sema,1,c++,replace,true,true
err_var_spec_no_template_but_method,5485,Sema,1,c++,insert,true,true
err_var_template_spec_type_depends_on_self,5486,Sema,1,c++,append,true,true
err_variable_object_no_init,5488,Sema,4,c++,replace,true,true
err_variably_modified_template_arg,5491,Sema,8,c++,replace,true,true
err_vec_builtin_non_vector,5495,Sema,2,c++,append;replace,true,true
err_vec_masked_load_store_ptr,,Sema,4,c++,append,true,false
err_verify_no_directives,,Frontend,2,c++,append,true,false
err_virt_specifier_outside_class,1937,Parse,1,c++,insert,true,true
err_virtual_in_union,5501,Sema,1,c++,replace,true,true
err_virtual_member_function_template,5502,Sema,8,c++,replace,true,true
err_virtual_non_function,5503,Sema,4,c++,replace,true,true
err_virtual_out_of_class,5504,Sema,1,c++,insert,true,true
err_vla_decl_has_extern_linkage,5505,Sema,8,c++,replace,true,true
err_vla_decl_has_static_storage,5506,Sema,8,c++,replace,true,true
err_vla_decl_in_file_scope,5507,Sema,2,c++,append;replace,true,true
err_void_only_param,5515,Sema,9,c++,insert;replace,true,true
err_void_param_qualified,5516,Sema,1,c++,append,true,true
err_while_loop_outside_of_a_function,1938,Parse,1,c++,replace,true,true
error_subscript_overload,5548,Sema,4,c++,replace,true,true
ext_array_init_parens,5557,Sema,1,c++,append,true,true
ext_constexpr_function_never_constant_expr,5579,Sema,4,c++,insert,true,true
ext_destructor_typedef_name,5596,Sema,4,c++,insert,true,true
ext_dynamic_exception_spec,1974,Parse,8,c++,replace,true,true
ext_elaborated_enum_class,1975,Parse,1,c++,replace,true,true
ext_enum_base_in_type_specifier,1978,Parse,1,c,insert,true,true
ext_implicit_function_decl_c99,5637,Sema,4,c,append;replace,true,true
ext_implicit_lib_function_decl_c99,,Sema,1,c++,append,true,false
ext_increment_bool,5644,Sema,1,c++,insert,true,true
ext_init_list_constant_narrowing,5648,Sema,4,c++,replace,true,true
ext_init_list_type_narrowing,5650,Sema,2,c++,replace,true,true
ext_initializer_union_overrides,5656,Sema,1,c++,insert,true,true
ext_missing_type_specifier,5670,Sema,1,c,replace,true,true
ext_out_of_line_declaration,5701,Sema,9,c++,append;replace,true,true
ext_param_not_declared,5708,Sema,3,c;c++,append,true,true
ext_partial_spec_not_more_specialized_than_primary,,Sema,3,c++,append,true,false
ext_partial_specs_not_deducible,5712,Sema,1,c++,insert,true,true
ext_register_storage_class,5721,Sema,8,c++,replace,true,true
ext_reserved_user_defined_literal,1256,Lex,1,c++,insert,true,true
ext_return_has_expr,5724,Sema,9,c++,append;insert;replace,true,true
ext_return_missing_expr,5726,Sema,5,c;c++,append,true,true
ext_template_spec_extra_headers,5745,Sema,5,c++,append;insert,true,true
ext_typecheck_addrof_temporary,5747,Sema,16,c++,insert;replace,true,true
ext_typecheck_convert_incompatible_function_pointer,5761,Sema,1,c,replace,true,true
ext_typecheck_convert_incompatible_pointer,5762,Sema,1,c,insert,true,true
ext_typecheck_convert_int_pointer,5764,Sema,1,c,insert,true,true
ext_typecheck_convert_pointer_int,5765,Sema,3,c,append;replace,true,true
ext_wchar_t_sign_spec,,Sema,6,c++,replace,true,true
missing_template_arg_list_after_template_kw,2032,Parse,1,c++,replace,true,true
override_keyword_hides_virtual_member_function,6558,Sema,1,c++,replace,true,true
override_keyword_only_allowed_on_virtual_member_functions,6559,Sema,2,c++,append;replace,true,true
pp_err_else_without_if,,Lex,8,c++,insert,true,true
warn_acc_var_referenced_lacks_op,6568,Sema,1,c++,append,true,true
warn_argument_invalid_range,,Sema,1,c++,append,true,false
warn_atomic_member_access,6620,Sema,1,c++,append,true,true
warn_atomic_stripped_in_enum,6623,Sema,1,c++,append,true,true
warn_builtin_unknown,6723,Sema,2,c,append;replace,true,true
warn_cannot_pass_non_pod_arg_to_vararg,6741,Sema,1,c++,append,true,true
warn_consecutive_comparison,6798,Sema,1,c++,replace,true,true
warn_delegating_ctor_cycle,6909,Sema,1,c++,replace,true,true
warn_invalid_asm_cast_lvalue,7160,Sema,1,c++,append,true,true
warn_invalid_specialization,7164,Sema,4,c++,append;replace,true,true
warn_non_pod_vararg_with_format_string,7248,Sema,1,c++,insert,true,true
warn_odr_tag_type_with_attributes,,AST,1,c++,append,true,false
warn_second_parameter_to_va_arg_not_pod,7459,Sema,1,c++,replace,true,true
